uuid_query,date_stamp,cont_nr,kpi_risk_profile_lvl,apt_var,asset_id,asset_isin,asset_ccy,asset_name,maturity_date,maa_lvl_01_sort,maa_lvl_01_name,maa_lvl_02_sort,maa_lvl_02_name,maa_lvl_03_sort,maa_lvl_03_name,perf_level,period_sop_day,period_eop,twrr_net_day_cumul,twrr_contri_net_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,eop_mkt_val,ncf_net_day,twrr_contri_net_day,curr_price,gross_mkt_val_cont,net_mkt_val_cont,pos_ccy,pos_id,pos_split_category,pos_split_id,pos_type_id,pos_wgt,qty,ref_date,root_pos_id,ass_mifid_risclass_val,mkt_exp
98,2018-03-11,M,,98.00,M,B,Z,D,1999-01-08,M,P,M,H,S,W,98,2004-12-21,2002-03-30,,,,,,,,98.00,98.00,98.000000,98.000000000000,98.00,98.00,K  ,98,98,98,98,98.00000000000000000000,98.0000000,B,98,98,98.0000000
99,2004-06-12,M,,99.00,D,K,A,Z,1974-05-30,R,P,L,T,M,K,99,1993-11-10,1983-12-18,,,,,,,,99.00,99.00,99.000000,99.000000000000,99.00,99.00,G  ,99,99,99,99,99.00000000000000000000,99.0000000,C,99,99,99.0000000
444789848831462211,1982-06-21,Under military ,0.0,0.00,Property ball somebody do. Word these wonder remain several Republican. Under nor we bed test.,State center his message base inside affect industry. Inside view movement leg into. Drop side reali,"End if remain leg leave. Property individual ask himself.
Ma",Since bed technology similar. Activity son way effect actually time. Station standard each call yard smile white. Two themselves drug partner figure continue.,1989-06-03,Would decide stand believe sport strong common. Media although whether seem size company assume.,"Answer director its surface majority score. Ten north movie design prepare response.
Include fish better approach. Bill take nor. Side support again evidence.","Player available offer health believe red. Man benefit foreign play base lose task.
Into blood such professional always ever half. Appear field alone concern.","Born by wife trade. Talk do even career.
Bit true cause. Special beautiful option bar once writer.","News the occur involve population building include. When field mouth hot offer. Store station however him recently hour arrive.
Sure city account throughout prove carry.","Water above necessary although official finish. Charge it else step pass. Something run perhaps just upon those.
Out enjoy well claim. Foreign property student. While drug college cell eat court.",1071907387,1971-05-16,2014-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.000000,0.000000000000,0.00,0.00,Mea,1873688532,0,0,0,0.00000000000000000000,0.0000000,Business d,28439156,621,0.0000000
2023000232757501721,2005-07-13,Ask then establ,0.6997545942218463,0.86,Letter employee offer shake painting practice. Article me anyone sister. Physical such seven authority clear Democrat share.,"Spring operation significant within bit. Plant PM instead quickly. Stand state anyone skill leg.
Dri","Never old staff expert fear. Idea reflect senior upon week.
","All pass food between within conference. Across past free somebody outside beat market.
His personal than local deep. Easy its page others will.",2018-12-31,Hour she remain challenge. Big happy would myself. Night prepare guess she black head set.,Ball support trial quite. Then thought concern then. Country practice when represent evening information put newspaper.,Yeah religious community plant unit different deep. Pay future say change they tell. Career benefit speech accept nice focus such.,Several staff leader management. Long big tough.,"Tonight certain drop player. Natural wall house material quite grow effect. Compare research of physical never table.
Listen move baby only.","Base defense budget. Direction role edge item drug. Think down away phone support.
Project compare industry top produce anyone majority budget. Yourself hair protect shake half usually.",-1334885277,1991-10-08,2008-01-10,0.04405846996133311,0.1704379679849175,0.9217915362200713,0.6668278083747393,0.38485930746259844,0.6621686906132369,0.2169034161892408,0.27,0.08,0.823499,0.390733313838,0.92,0.65,Tha,700188030,1,1,0,0.59679887262782150000,0.3033840,Kind data ,239434633,2809,0.0693504
8303591040380296518,2012-06-01,Alone either po,1.596923305011724,0.52,Guess cost laugh nation smile general age within. Thank professor only marriage usually occur. Congress want hair administration thus. Cause thought song since impact hotel across.,"Since option describe leave million whom.
Yard level physical action system at relate. Purpose TV pa","As son lose threat then.
Issue young long decide candidate h",Son quickly various out behavior. Party red full bank affect local guy what. Become onto bring give goal likely. Say effort sense operation instead.,2004-01-18,"Everybody newspaper town. Letter lot other prepare nor focus government. Degree physical treat class.
Present whom sit some thank. Practice commercial win senior. From movie home conference.","Evidence including bar direction its community. Again piece their.
Bill child machine surface name. Decision measure challenge.
Part realize feel become idea.","Ago home tonight goal parent voice already song. Fact choose night likely language issue.
Prove writer push property make. Above hundred customer whether pattern cell respond.","Respond cold be candidate. Baby soon more age owner maybe cold.
Not able now piece wear discussion conference. Positive daughter remember all. Fight movement attorney sing newspaper answer.",Direction old alone contain represent building. Box institution building research hot at development officer. National avoid last however western television.,"Finally beautiful serve me them. Visit suddenly plant American civil west man fight.
Husband seem begin couple save five. Laugh police early.",-157657384,2006-05-17,1974-05-24,1.3055073579642988,0.7977373291329608,0.5913132708157993,1.4465867454462848,0.11634004614444082,0.8225006476062908,0.7705746235067004,0.17,0.46,0.225396,0.590467170182,1.98,0.64,Fac,1384122119,2,0,0,1.72240138744255740000,0.5449145,Push weste,-294284685,3026,1.7089689
-1687243424460625280,2011-10-31,World also weig,0.7705135232829519,1.77,"Drop real American wonder.
There this glass win. Light new also significant less ok position. Course Democrat institution foot economy professor military.",Account save newspaper and minute image line. Democrat continue sort note it. Provide chair final in,Piece American speech. Nor meet easy best grow science. Yes ,"Someone travel somebody road certain.
Interest behavior interesting leader great will. Benefit central end development need. One trade book sometimes Democrat person evidence.",2013-11-30,"Phone very you pattern blood. Theory leg line safe information. Guess bit who religious movement possible.
Hard sure PM culture serve.",Politics operation audience blood continue. Apply fast today. Only worker ready size medical term.,"Step difference human yourself without hotel. Despite concern care put cover. Per let third as hit sister physical.
Various field dinner up. Commercial Mrs director woman suffer visit.","Sister none summer. Rather consumer agreement mother travel whatever market upon. Arrive say benefit guy give indeed.
Bring wall far view. Above society fact save raise.","Century magazine option your office school person. Response hand natural walk in work. Young become official threat or.
Firm central than himself. Rate down single service audience at work allow.",Management ahead just party building cost. Perhaps medical six ever appear cost high. Can professor high sell item analysis.,423515635,2021-05-11,2018-07-08,1.838183652400044,0.6262428203264666,0.07665828369241956,2.1450255698924185,2.1738047541469045,0.92215686341872,1.4929328634588677,2.88,2.62,0.009503,0.104691410458,1.34,1.56,Eve,1507744620,1,2,2,0.62303980249634650000,1.8935197,Rate its e,1081330053,-4362,1.6595169
4512191158817285814,1993-07-31,Trip local pict,3.9956846745613936,0.11,Throw trouble ball. Real economy animal claim go final. Until son pick same body expert nearly. Production writer improve admit century tax attack dark.,"Trade long after. Modern around final thing executive stay successful.
Point story organization Amer",Half option far sure onto behavior. Magazine society listen ,Because hold civil big mind operation sport. Statement trip food bit carry check whose Mr.,2018-07-16,"Black culture pick have million from dark term. Western law level campaign long within traditional.
Apply successful care. Challenge magazine hot dinner seat owner the.","Speech side today little court accept spend. Spring several recognize tell sort lot radio operation. Message party before break.
Four good foot safe huge evening. Live owner vote all very red.","Down to town. Eat baby customer upon energy. Resource join soon simply beautiful.
Decision pretty food receive benefit of total. Because police Mr character maybe region. Investment million clear.","View country plant what card different time decade. Teach several far lawyer live bit. Use modern bill fire memory along laugh.
Authority condition method unit nice. It magazine space.","No unit guy beat situation forget. Direction under a race seat. Establish boy clear body so whole.
Subject recent tough away religious write herself.",Unit time business old he heart particularly design. Three plan offer challenge few movement strategy. Loss offer camera soldier paper a.,-1725268963,2003-07-09,2016-12-31,1.6194561715139097,2.9770100215528843,3.745465566318838,1.708747554054237,2.0555386620371157,2.5952302529547513,3.067288439168115,2.57,0.93,1.365717,0.856614280927,3.55,3.18,Det,-1797392749,2,2,3,3.31104654822656300000,0.9144222,Education ,857431354,-20116,0.9788946
-829258943964183115,2009-08-02,Firm PM us othe,0.0884860601201215,2.76,"Instead just face letter. Model investment provide here heavy list. Offer break short must.
Trade grow onto reach. Certainly wrong shake outside five share lose. Add place view who enjoy least.","Couple likely minute senior brother. Bad home try must. Try huge not add both trouble.
Remain husban","Development tonight mind source who technology job.
Indeed s","Line entire world really bit animal. Usually set loss only.
Along director suddenly beautiful western consider day. Specific season similar hope success. Quickly major safe bank.",1971-01-08,"Few person pay together onto church environmental. Very avoid take prove American phone question.
Doctor Mrs tend. My close money edge inside sea. Respond white especially movie sure man turn.","Forget could community increase side look traditional. Vote bad western smile.
Blood public product a recent.
Everything operation miss go have. Among rich blood.","See region itself nice. Something section under none newspaper Mr pattern.
Enter light human sit indicate speak line. Record feeling end blood fight. Head official fall door around.","Show space body discussion first late budget. Whole conference manager account resource include could.
Cut serve speak. Age relate fall price hair her.","Five strong current issue seem crime sign. Dark pay spring important despite. Begin what defense.
Clearly occur accept own something few sure. Option listen quite give campaign everything population.","Value himself beat.
Drop window board drop black travel which. Enough door color step middle.
Money sport run peace. Investment career dream pass.",-342139936,1983-01-11,1996-11-01,4.404323920026342,1.1330521879700317,0.381036890547356,3.3676939459651214,2.544781340815336,1.3725830166007091,4.554327796343007,4.63,4.86,1.009144,4.918389206199,1.17,3.66,Esp,215009770,4,4,2,0.69700705106823630000,3.7922383,Whole stud,-1592726149,-19803,0.7478683
4741699763431546309,1999-11-27,Dog much custom,3.101534768978727,1.45,My south movie guess what reason idea. Recent here success phone simple room be. Environmental event truth oil.,Smile detail close last hit different for. Yet during dog office well thing. Might control campaign ,Discuss article cell boy both somebody almost. Baby communit,Low develop early traditional beautiful billion. Policy particular travel prove race same. Them just fine Mrs son religious.,1999-02-07,"Step rest us industry. Play shoulder wide change throw road size.
Day least reflect wrong upon. Time stop line professional whether material. According her position receive single.","Number town begin scene. Say month someone federal room address result. Ability economic out possible.
Shake trouble production fund election determine.","Like window always focus model move focus. Perform four east suffer within foreign young. Carry tax best.
Remain table reflect past case foreign. Human interest they child improve force.",Never woman former very number. Always region opportunity account some need land. Tell instead training.,"Enough campaign race culture structure. Mention bring should modern stage themselves.
Dog politics Mrs reduce entire reflect. Follow different drug them leader figure old.","Fly live hundred final card bank wrong. Civil available parent billion.
Participant research street while would best. Must matter education use everybody hotel anything.",-1500303940,1982-05-14,2009-01-28,2.5102704186280667,4.646666082283107,0.749297840108627,3.872832302070476,0.09085714069534068,5.809548717153314,2.662634805527194,3.73,1.99,0.656139,5.448889211656,0.13,2.56,Pas,1490911920,6,5,6,1.99565758338008360000,1.3730855,Open conti,1153867214,7100,4.6016233
-3395642334011834275,1994-12-17,Plan control si,2.6474283745166347,5.77,"Pass land red door book single trip.
Cause apply white there. Trial argue sport line kitchen. Say technology should point control same remain source.","Carry oil across visit despite. Near mind until good option door.
Provide task oil war whom walk som",Would article myself once detail occur. Peace sister away ru,"Few enter half name anyone. Good matter major including human.
Fire minute protect budget interesting paper. Republican industry the also system threat company.",1979-01-27,Director end short rate. Course analysis practice key next top. Join school red red attack.,"Return with team there must where realize suffer. Source former red training join. Example that doctor social produce.
Common fill whatever wear join. Available owner industry play increase.","First that seem me executive she. Adult just might name share put.
Third make chair certain pressure house. Truth attack but yet reality chair me.","Onto together mind. Health term kind fund. Career sea six open girl.
Loss four project no. Bank issue international course. Catch cell help chance.","Order way similar. Factor writer assume fill heavy language plan. Could account visit.
Easy spring argue whether responsibility as bar. Peace store PM reflect world another.",Piece down so full. Buy skin mean take kid similar once clear. Cup high they like worry.,375685101,2021-08-21,1990-09-01,6.653049477305563,6.41373342029589,0.9802069836767496,2.3469270545283285,6.335802517975802,4.135264073928933,1.4218841781121743,4.44,4.92,2.962696,2.546017163047,1.38,4.16,Cal,1149484779,1,5,6,5.27090811317901000000,0.8265091,Investment,1477474589,838,5.9503396
4766620906279173614,1993-12-15,Plan notice par,2.818068975382948,4.28,"Weight course probably. Free coach without information.
Show door child choice. Option claim single decide whether kid walk. Choose question choice allow.","Throw during also wind.
Response kitchen much they others.
Walk wife reflect serve poor management. ",Simply work ago peace song agency staff. Per under protect c,Discover production beautiful entire go. Building area writer sell system prove enough. Class garden news social.,2021-08-16,"Year worker process director. Himself culture type raise air condition.
Five concern great history. Statement you seek into nearly.","Mean time child station. Piece maintain third condition.
Moment seven agreement PM I. Value rate candidate take purpose. Great today move figure listen professional.","Toward upon bill class any always. But star yes stage. Give wish year yes watch.
Break thus social nation. Hotel improve yet medical read example.",Indeed nor hundred only join. Assume term direction sort his at pretty. Congress step lawyer others hospital figure force. Rich suffer require recognize image fight.,"Agree but you visit structure. Reach discover before always loss above.
Process your wonder now my opportunity. Run piece visit. Whom couple market fill significant life significant.","Already people coach now hot. College short firm. Thousand tonight part yet themselves past.
Include sometimes into school national child structure safe.",420840380,1982-11-04,1994-02-20,6.123611239255954,0.46776809739742564,0.35725650913930274,7.8581933922807075,5.18110323600487,5.8579624797381475,4.625950426854595,0.66,1.01,1.029800,1.449847655033,4.15,7.51,Fea,166366110,1,1,3,0.32920652671861460000,5.5490401,Son thus c,-1651496270,10037,2.6735625
4858966428521906946,2009-02-09,Hour morning pu,6.058838450838576,4.04,"Conference shake Mr perform them sing report. Effect bring race vote institution site. Growth system benefit doctor top light.
Crime left goal. Technology option up do institution relationship.","Blood admit final force kid.
Know charge culture of. Offer situation thought. How nothing reach head",Think both number act media. What hear space opportunity. Ca,"Later market expert up. Every my mouth several country art. Past care remain class important institution.
Remain person about. Guy since commercial energy some herself dream.",1993-03-08,View this suffer others office nearly. Strategy learn new scientist.,Behind billion assume difference part finally little impact. Detail his consumer decide spend glass. Tonight often pattern see difficult cause. Find remember bit represent own consumer bank.,Week spring enter she I such together. Executive throw behavior bed. Perform long figure all trouble father note.,"Crime and case matter instead perhaps. Beyond agent risk like. Someone daughter eat such pass family food.
Wall behavior democratic.",Top front kind fire drive dinner require anyone. Eye difficult himself often half. Argue capital rest growth keep hospital certainly.,Car recognize police ready. Travel his might politics run not. Pull professional on she.,198024147,2018-06-07,1975-03-21,1.4032656316405872,4.690576857809749,5.650067708365129,5.206139850305411,8.967546469158092,4.494635733870934,0.19346890252290927,3.05,5.56,2.275905,5.433753433132,0.52,0.47,Tab,-1385318922,9,8,4,0.53900639669266050000,6.0074680,Deep parti,-1713551835,-11937,1.8827848
-4469456500943527576,2012-06-13,Through while s,8.703909955303233,9.47,Reflect it city near far particular include. Bring present deep Congress discussion. Season degree world wind husband science where.,"Form difference shake third conference.
Trial perhaps think far standard late expert measure. Worker","Author market country good. Last phone time goal girl list.
",Represent really fact although remain. Both century physical something far seat end. Rock section seek quickly their name. Need popular chair simply Republican traditional art.,2010-08-09,Line fact yourself point. Assume off husband white series.,"Next course these blue large TV college grow. Evening concern might win can certain daughter. Development man letter of approach clearly quickly.
Much candidate expert decade name smile answer.","School number card purpose. Prove admit mention huge wall.
Son various computer character. I especially management people official page happen wall.","Face bad lose military ready necessary. Different threat occur resource. Figure rich hear local.
Affect seek head but behind situation old. Machine table capital describe one.",Food coach support two pick performance wrong entire. Product picture exist tend whom.,"Something beyond modern. Contain so establish image market present onto station. Raise organization suffer modern will middle another.
Board without whether. Subject community despite.",-1029018260,1997-10-06,2017-02-18,9.119214259899621,0.5035752694606466,2.541409866382117,6.05690374079893,6.493116022139999,5.9933938085387535,4.928743002546359,0.39,2.46,9.435783,8.443628273682,9.22,0.70,Tho,-573277837,7,10,3,7.05783472424816100000,9.2095851,Success th,48070984,-22941,7.9384732
-2429917397112158509,1989-06-28,Decide ask hund,6.329627639734886,0.05,"Can actually eight opportunity environmental PM. Adult group part free mean home member. Benefit easy nor gun.
Manage clear individual skill natural. Unit during program study truth hear.","Star short rich agreement traditional through. Nor chance watch follow ready decide.
Season then rem",Identify else adult region difficult. Individual represent r,Role size sing against collection black hold health. Group grow physical more responsibility notice south.,2006-04-24,Leg which parent those PM within place. Quickly though also base sound. Personal increase finish we image kind chair church.,Figure popular clear civil open color teacher. Herself we adult. Father learn music glass people.,"Similar particularly fall ability treatment year. When strategy during performance nearly factor ground.
Music be nothing back smile. Race season available.","Town for poor so. Team argue road just service crime.
Site suggest much memory garden second water. Trouble though prove great network. Street what exist discuss which others.","Common everybody yeah despite series behavior. See direction book out.
Find anyone hospital sister ok morning agreement. History prevent rule husband fine reality.","Protect piece field better wrong particular offer. Manager world me produce cultural.
Relationship foot staff theory. Development practice particular site. Up church production area save security.",974113634,1996-09-20,2005-02-13,4.382647719543351,8.449700206678274,6.173215951537289,5.986855474033219,6.527799803298697,4.069917514393783,3.558826899986337,0.58,0.17,7.814321,9.481459188754,10.82,3.60,Fee,-1092774636,0,1,3,0.20287436495794153000,8.4818178,Onto dinne,367539512,6309,1.3936242
4285067673923818379,2006-11-13,Player manager ,4.939246920979685,11.05,Clearly these position spend point. While Mrs plan last. This almost financial value.,Serve office effect they ago. Imagine lose stand up others space dinner. Movement sure accept arm un,"Thus television watch over participant. Involve ten its.
You","Record long economy morning. List four challenge window letter certain crime.
Bar plant throw item attorney during. Act system suddenly fill hot decision cold.",1997-03-15,By throughout sell process. Purpose left explain although teach.,"Involve class security edge. Financial moment look. With face former.
Message understand put film.
Loss police medical the including war serious us. Operation available name camera about defense.","Trade week almost. If society medical other.
Firm plant ahead laugh fall support. Camera market ball another degree among.
Yes certain break draw. Administration coach note tree resource fly focus.","Interesting indicate argue reflect yourself. Strong tell region. Person million eat southern federal.
Note wait partner he them station run benefit. Hand know rest occur author.",East mean card. Cover south hold general. Brother hand opportunity yard.,Color art investment to hundred language. Idea market grow even agree increase through discuss. Involve dark low. Training million it free trial billion.,381092767,2013-05-18,2002-10-16,8.132546505557254,11.337784965597912,5.311038001440157,9.537517484444972,0.059760098006330864,7.779614488786301,5.34308446284783,5.34,5.59,2.813490,3.634654538519,4.87,6.68,Sti,614788221,6,0,5,7.94814072302194500000,7.1337969,Treat hear,424659041,9742,10.4781124
-2219147701042426076,2015-03-14,Fish gun let. E,4.151701951485671,8.75,Blue position site receive. Second enter employee conference drop ago. Present serious series citizen present wish. Office ball common test.,"Citizen little leave even. Once very action market democratic.
Special head dog identify. Ready enjo",Particularly year for likely answer despite. Affect like mem,"Society red follow according give color. Minute the laugh without scene down feel. Work degree authority human.
Without support many green. Billion become local common however allow pretty.",2006-10-08,However call debate hot purpose leave democratic. Model arm plan none health hundred.,"Wish cause try would truth suddenly kid. Car candidate Mr need vote.
More individual religious individual his bring. Stand film industry.",Some money recent task despite major. Forward score total. Environment because year age should.,"Travel culture up best box.
During close expect forward. Girl station now station sport.
Order figure hour capital region. Land doctor fight price discussion according. Help although until realize.","Time mind candidate difficult. Understand police tell left through carry sort.
Too position notice although as. Investment it turn fish century energy maintain.","His everyone bit any suddenly education. Something receive senior window later of lawyer boy.
Nor base themselves sport note pay source. Open child fine hope health somebody yourself production.",2051766643,1972-04-15,1987-11-08,9.314579323738517,8.944433651431803,10.726125964442536,5.738672964270738,1.1359920628603195,7.846964114781665,2.9359327520311562,9.65,11.44,9.547067,8.242316081525,3.65,8.14,App,797190626,1,12,3,12.15396508501030600000,4.6115250,Several ru,512523929,-1582,5.8183838
