uuid_query,date_stamp,perf_level,period_sop_day,period_eop,cont_nr,asset_id,twrr_net_day_cumul,twrr_gross_day_cumul,twrr_contri_net_day_cumul,twrr_contri_gross_day_cumul,twrr_contri_cap_eff_net_day_cumul,twrr_contri_ccy_eff_net_day_cumul,twrr_contri_inc_eff_net_day_cumul,twrr_contri_taxfee_eff_net_day_cumul,twrr_contri_taxrec_eff_net_day_cumul,twrr_contri_res_eff_net_day_cumul,vol_on_return,vol_on_contrib,maxdd,sop_mkt_val_cont_day,eop_mkt_val,gain_day,real_unreal_pl_day,aic_day,aic_day_ptf,weight,ncf_net_day,ncf_gross_day,twrr_net_day,twrr_gross_day,twrr_cap_eff_net_day,twrr_ccy_eff_net_day,twrr_inc_eff_net_day,twrr_taxfee_eff_net_day,twrr_taxrec_eff_net_day,twrr_res_eff_net_day,twrr_contri_net_day,twrr_contri_gross_day,twrr_contri_cap_eff_net_day,twrr_contri_ccy_eff_net_day,twrr_contri_inc_eff_net_day,twrr_contri_taxfee_eff_net_day,twrr_contri_taxrec_eff_net_day,twrr_contri_res_eff_net_day,cf_fees_day,cf_nrtax_day,cf_rtax_day,cf_tax_day,cf_nnm_day,cf_purch_day,cf_sale_day,cf_rdmpt_day,cf_income_day,cf_cost_day,cf_exp_day
65,2016-06-29,65,2002-11-27,1997-07-25,C,S,,,,,,,,,,,,,,65.00,65.00,65.00,65.00,65.000000,65.00,65.000000,65.00,65.00,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.000000,65.00,65.00,65.00,65.00,65.00,65,65,65,65.00,65,65
66,2010-05-22,66,2006-07-22,2015-08-09,S,M,,,,,,,,,,,,,,66.00,66.00,66.00,66.00,66.000000,66.00,66.000000,66.00,66.00,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.000000,66.00,66.00,66.00,66.00,66.00,66,66,66,66.00,66,66
67,1982-10-06,67,2016-08-03,1973-03-14,R,E,,,,,,,,,,,,,,67.00,67.00,67.00,67.00,67.000000,67.00,67.000000,67.00,67.00,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.000000,67.00,67.00,67.00,67.00,67.00,67,67,67,67.00,67,67
68,1996-12-01,68,1974-07-08,1984-09-20,S,M,,,,,,,,,,,,,,68.00,68.00,68.00,68.00,68.000000,68.00,68.000000,68.00,68.00,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.000000,68.00,68.00,68.00,68.00,68.00,68,68,68,68.00,68,68
69,1973-05-31,69,1999-10-11,2004-02-07,M,H,,,,,,,,,,,,,,69.00,69.00,69.00,69.00,69.000000,69.00,69.000000,69.00,69.00,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.000000,69.00,69.00,69.00,69.00,69.00,69,69,69,69.00,69,69
70,2019-11-16,70,1996-06-25,1987-04-19,J,G,,,,,,,,,,,,,,70.00,70.00,70.00,70.00,70.000000,70.00,70.000000,70.00,70.00,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.000000,70.00,70.00,70.00,70.00,70.00,70,70,70,70.00,70,70
71,2013-09-10,71,2000-10-15,2013-09-01,C,T,,,,,,,,,,,,,,71.00,71.00,71.00,71.00,71.000000,71.00,71.000000,71.00,71.00,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.000000,71.00,71.00,71.00,71.00,71.00,71,71,71,71.00,71,71
72,1997-04-26,72,1988-06-13,1997-05-24,G,M,,,,,,,,,,,,,,72.00,72.00,72.00,72.00,72.000000,72.00,72.000000,72.00,72.00,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.000000,72.00,72.00,72.00,72.00,72.00,72,72,72,72.00,72,72
73,2021-06-01,73,1985-06-21,1999-02-16,B,S,,,,,,,,,,,,,,73.00,73.00,73.00,73.00,73.000000,73.00,73.000000,73.00,73.00,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.000000,73.00,73.00,73.00,73.00,73.00,73,73,73,73.00,73,73
74,2007-03-18,74,2003-04-05,1986-07-21,B,T,,,,,,,,,,,,,,74.00,74.00,74.00,74.00,74.000000,74.00,74.000000,74.00,74.00,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.000000,74.00,74.00,74.00,74.00,74.00,74,74,74,74.00,74,74
75,1988-06-03,75,1984-03-26,1972-11-30,K,K,,,,,,,,,,,,,,75.00,75.00,75.00,75.00,75.000000,75.00,75.000000,75.00,75.00,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.000000,75.00,75.00,75.00,75.00,75.00,75,75,75,75.00,75,75
76,1980-02-14,76,1994-11-21,1972-03-06,M,S,,,,,,,,,,,,,,76.00,76.00,76.00,76.00,76.000000,76.00,76.000000,76.00,76.00,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.000000,76.00,76.00,76.00,76.00,76.00,76,76,76,76.00,76,76
77,2006-03-09,77,1983-09-09,1970-04-29,R,A,,,,,,,,,,,,,,77.00,77.00,77.00,77.00,77.000000,77.00,77.000000,77.00,77.00,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.000000,77.00,77.00,77.00,77.00,77.00,77,77,77,77.00,77,77
78,1986-11-21,78,2015-11-29,1993-08-06,C,C,,,,,,,,,,,,,,78.00,78.00,78.00,78.00,78.000000,78.00,78.000000,78.00,78.00,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.000000,78.00,78.00,78.00,78.00,78.00,78,78,78,78.00,78,78
79,1981-10-06,79,1997-06-15,2017-04-25,P,M,,,,,,,,,,,,,,79.00,79.00,79.00,79.00,79.000000,79.00,79.000000,79.00,79.00,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.000000,79.00,79.00,79.00,79.00,79.00,79,79,79,79.00,79,79
80,1985-10-06,80,1989-03-03,1994-12-09,S,J,,,,,,,,,,,,,,80.00,80.00,80.00,80.00,80.000000,80.00,80.000000,80.00,80.00,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.000000,80.00,80.00,80.00,80.00,80.00,80,80,80,80.00,80,80
81,2018-03-15,81,1978-04-29,2018-12-23,N,T,,,,,,,,,,,,,,81.00,81.00,81.00,81.00,81.000000,81.00,81.000000,81.00,81.00,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.000000,81.00,81.00,81.00,81.00,81.00,81,81,81,81.00,81,81
82,1993-05-05,82,1978-03-29,2023-03-11,F,M,,,,,,,,,,,,,,82.00,82.00,82.00,82.00,82.000000,82.00,82.000000,82.00,82.00,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.000000,82.00,82.00,82.00,82.00,82.00,82,82,82,82.00,82,82
83,1998-12-24,83,2010-11-17,2004-01-02,J,A,,,,,,,,,,,,,,83.00,83.00,83.00,83.00,83.000000,83.00,83.000000,83.00,83.00,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.000000,83.00,83.00,83.00,83.00,83.00,83,83,83,83.00,83,83
84,1999-01-01,84,2021-01-30,1978-08-22,B,M,,,,,,,,,,,,,,84.00,84.00,84.00,84.00,84.000000,84.00,84.000000,84.00,84.00,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.000000,84.00,84.00,84.00,84.00,84.00,84,84,84,84.00,84,84
85,2021-06-21,85,1983-06-06,1992-11-24,F,L,,,,,,,,,,,,,,85.00,85.00,85.00,85.00,85.000000,85.00,85.000000,85.00,85.00,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.000000,85.00,85.00,85.00,85.00,85.00,85,85,85,85.00,85,85
86,2005-12-30,86,1991-10-19,1987-04-04,V,D,,,,,,,,,,,,,,86.00,86.00,86.00,86.00,86.000000,86.00,86.000000,86.00,86.00,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.000000,86.00,86.00,86.00,86.00,86.00,86,86,86,86.00,86,86
87,1975-09-04,87,2000-04-29,1996-03-27,I,I,,,,,,,,,,,,,,87.00,87.00,87.00,87.00,87.000000,87.00,87.000000,87.00,87.00,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.000000,87.00,87.00,87.00,87.00,87.00,87,87,87,87.00,87,87
88,2000-06-30,88,1989-05-17,2020-08-15,F,P,,,,,,,,,,,,,,88.00,88.00,88.00,88.00,88.000000,88.00,88.000000,88.00,88.00,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.000000,88.00,88.00,88.00,88.00,88.00,88,88,88,88.00,88,88
89,2013-09-23,89,1976-03-13,2000-05-23,M,C,,,,,,,,,,,,,,89.00,89.00,89.00,89.00,89.000000,89.00,89.000000,89.00,89.00,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.000000,89.00,89.00,89.00,89.00,89.00,89,89,89,89.00,89,89
90,1999-09-02,90,2012-04-23,1992-05-09,I,B,,,,,,,,,,,,,,90.00,90.00,90.00,90.00,90.000000,90.00,90.000000,90.00,90.00,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.000000,90.00,90.00,90.00,90.00,90.00,90,90,90,90.00,90,90
91,1973-07-26,91,2023-01-25,2012-03-17,C,C,,,,,,,,,,,,,,91.00,91.00,91.00,91.00,91.000000,91.00,91.000000,91.00,91.00,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.000000,91.00,91.00,91.00,91.00,91.00,91,91,91,91.00,91,91
92,1980-12-22,92,1980-11-22,2017-01-06,R,U,,,,,,,,,,,,,,92.00,92.00,92.00,92.00,92.000000,92.00,92.000000,92.00,92.00,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.000000,92.00,92.00,92.00,92.00,92.00,92,92,92,92.00,92,92
93,1984-11-11,93,2014-11-21,1974-08-02,W,C,,,,,,,,,,,,,,93.00,93.00,93.00,93.00,93.000000,93.00,93.000000,93.00,93.00,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.000000,93.00,93.00,93.00,93.00,93.00,93,93,93,93.00,93,93
94,1975-10-25,94,2004-07-04,1978-10-04,B,T,,,,,,,,,,,,,,94.00,94.00,94.00,94.00,94.000000,94.00,94.000000,94.00,94.00,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.000000,94.00,94.00,94.00,94.00,94.00,94,94,94,94.00,94,94
95,2001-10-28,95,1979-02-25,1970-05-06,G,S,,,,,,,,,,,,,,95.00,95.00,95.00,95.00,95.000000,95.00,95.000000,95.00,95.00,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.000000,95.00,95.00,95.00,95.00,95.00,95,95,95,95.00,95,95
96,1992-11-28,96,1985-03-23,1990-01-21,L,K,,,,,,,,,,,,,,96.00,96.00,96.00,96.00,96.000000,96.00,96.000000,96.00,96.00,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.000000,96.00,96.00,96.00,96.00,96.00,96,96,96,96.00,96,96
97,2001-09-29,97,1975-08-23,1975-12-31,A,S,,,,,,,,,,,,,,97.00,97.00,97.00,97.00,97.000000,97.00,97.000000,97.00,97.00,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.000000,97.00,97.00,97.00,97.00,97.00,97,97,97,97.00,97,97
98,1973-07-30,98,1987-11-09,1972-10-10,E,C,,,,,,,,,,,,,,98.00,98.00,98.00,98.00,98.000000,98.00,98.000000,98.00,98.00,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.000000,98.00,98.00,98.00,98.00,98.00,98,98,98,98.00,98,98
99,1989-11-04,99,1985-10-10,1972-08-26,M,G,,,,,,,,,,,,,,99.00,99.00,99.00,99.00,99.000000,99.00,99.000000,99.00,99.00,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.000000,99.00,99.00,99.00,99.00,99.00,99,99,99,99.00,99,99
-577041544643298755,2020-10-27,-744898447,1975-04-16,2017-09-08,Magazine find a,"Behind bring along memory pattern work firm teach. Detail cell term professor main begin. Process yeah term carry sense.
Fight style reality low director would out.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.000000,0.00,0.000000,0.00,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00,0.00,0.00,0.00,0,0,0,0.00,0,0
-5750398769451229452,1981-06-19,-905302235,1988-05-23,1973-06-05,If conference t,Use policy investment value them. Whose together either pass visit east buy. Sister public traditional product. Require security less land treatment assume like.,0.7061009619573752,0.5166540242151417,0.37760823465379334,0.34613292330364565,0.16457765290424886,0.8093981222123361,0.6457829705064003,0.0220075966480483,0.5932357135672854,0.4199093698800953,0.5132859963530604,0.6815039644516221,0.5996288127703536,0.14,0.47,0.28,0.89,0.521495,0.37,0.549435,0.37,0.57,0.738087,0.234765,0.395946,0.563999,0.616143,0.138105,0.684221,0.859243,0.810137,0.159859,0.937246,0.235249,0.293022,0.879300,0.752461,0.177046,0.21,0.43,0.76,0.44,0.04,1,1,1,0.53,1,1
7782009550249923483,1988-04-10,-1744841918,1989-05-30,1990-07-20,Deal company fo,"Community chance stand suffer standard.
Day record although item help use. Response professional their debate worry. Go cup politics add bank market.",1.2736009225855673,1.2468199940582136,0.8162912024649744,1.4193643780658969,0.19979450021687728,0.7431167355155743,1.6691616999076315,0.6653507539399435,0.14744738562438253,1.7213553208568213,0.6462086186774612,1.805100549564066,1.205027631094382,0.43,0.95,1.57,0.10,0.912366,1.68,0.452439,0.52,0.93,1.534069,1.512230,0.348397,1.757470,1.951090,1.758908,1.367670,1.235265,0.984962,1.890714,1.260618,0.572416,0.753855,1.742375,1.312948,1.056417,0.03,1.42,1.85,0.60,0.21,1,0,1,0.55,2,0
-7363762993183037642,2018-06-21,1223255806,1997-02-04,2002-10-15,Environment eit,Federal yard different. Bag three personal society. Send use laugh serious treat whose.,0.7400040581407935,2.620263079434203,1.9568253967107014,1.1117949962785012,1.358004933274025,0.12672578227986875,2.6825577379173113,1.9157435143072368,1.3717959766030352,2.8039461842374305,0.6617369343075434,0.027987666844814463,0.3560705432967668,1.24,0.01,2.92,0.62,0.384330,1.30,2.557903,0.41,1.72,1.161436,0.097222,0.684479,2.511324,2.052959,1.130616,2.149748,1.273394,1.005688,2.373144,2.805277,0.534322,0.044175,2.249473,1.099071,0.597462,2.24,2.31,0.00,1.36,2.94,1,1,2,2.36,3,2
-2745956697417732371,1972-06-10,2019872031,2008-10-03,1996-01-03,Suddenly detail,Operation sure article health risk worker sister. Production under to stand interesting record student. Exactly be style capital long American oil.,0.8097130916220912,0.5424428572218267,0.7156077987542973,3.9612272769459533,3.193929073374983,1.001189305543754,1.3112591368201212,1.6482522670931106,2.810506582845662,2.1111824354541,0.7047155677694441,2.252115901956864,2.561493519614974,2.25,2.16,2.60,2.84,0.431098,1.30,1.052525,3.30,1.11,0.151872,1.960200,0.124448,3.661005,0.286677,1.909643,0.078174,0.043112,3.192704,1.893983,2.321314,2.692671,2.772481,3.153761,3.840471,1.331593,3.76,1.17,1.53,1.63,1.35,1,3,4,0.54,2,1
2210405811181827647,1972-05-18,-1061307352,2012-03-06,1984-01-31,Process America,Growth tax operation sort finish against whole. Civil class attack practice structure drop particularly. Run also him science yeah another finally.,1.920301407412592,4.096673987099309,4.461792895096734,0.9754021945199515,0.6957563496806585,0.023838991495843675,2.2267193959789005,4.037686819062023,4.027355647800416,0.07632574650874524,2.948938793225703,4.962487750635231,4.385060187103374,3.73,4.76,1.63,3.51,1.057384,0.45,4.790805,1.68,3.43,4.275462,0.412270,3.264772,3.649648,2.247974,1.037414,4.332191,1.491225,1.412778,1.966454,3.978769,3.073784,1.298786,2.145516,4.421980,0.490947,1.98,0.73,2.45,3.29,3.18,1,4,2,0.69,0,4
-7727833082260199154,1972-06-23,-2108049981,1975-12-20,2008-08-21,Pattern lawyer ,"Goal last day daughter own management. Phone pretty huge hand. If continue organization none yourself purpose between.
Building one poor have wrong everybody. Art pick morning front.",4.034966804285264,2.0277469988172943,0.15336173348292537,4.263542907009098,3.603092108761584,0.13803322871911838,3.8408732742193235,3.6091497541408666,5.847113728720994,2.196330323069426,2.26444195647498,3.2712830572175258,0.12318576851619567,2.46,1.20,4.73,4.48,2.773494,2.80,4.304137,2.31,4.10,5.804592,4.174187,2.872433,5.381829,1.490510,1.255978,3.189393,4.247116,5.830519,2.282310,4.391232,4.664550,5.512605,2.451868,0.958857,0.185628,2.22,0.26,3.15,0.76,0.36,4,5,3,4.80,5,3
2646544878878547445,2009-05-13,-1317162210,1974-03-12,2008-03-25,Base though cha,"Question once could easy much school third.
Agent know pay box. Different effort social sing view everyone consumer eight. Dream theory successful choose. Watch myself then institution.",3.2738586527883013,5.599961597972548,4.56488108196758,1.3308313500411302,1.37586575797677,6.77673003811475,5.848693316464127,6.043838625987719,3.4700573886273087,0.9041941604399351,6.198197849429325,2.454838538992609,2.057168693205075,1.69,6.16,3.42,6.86,1.452796,3.31,6.781137,3.46,4.54,5.421542,4.370234,1.453937,0.097295,5.563288,6.708441,1.312531,2.542586,6.875444,5.578486,4.245234,3.587288,6.334217,2.195700,4.613006,0.251128,0.63,5.99,3.19,0.82,2.27,5,6,6,6.21,3,4
367343267044292029,1993-04-27,437625825,1979-06-18,1986-08-01,Any wide memory,"Section enjoy relate exist. Walk city occur light. Police like would every.
Guess range little theory teach. Bad arm act cup summer recognize manager.",4.749721144589869,2.2571396343781593,7.972099558345684,3.711988793486169,2.7295053820674164,7.89184176396338,0.4104973176492175,4.833448318782889,6.258625765434683,6.362318240030529,1.5405274251861227,1.180979197653076,5.911297316807893,5.13,7.39,4.71,4.30,5.784857,2.03,1.776300,0.22,3.77,0.197286,1.144071,1.178203,5.547894,1.114716,1.353991,4.747945,6.575422,3.682431,6.103560,2.767666,4.864655,3.534259,0.002634,6.694349,4.565566,6.44,3.70,3.69,5.13,6.31,5,6,2,2.04,1,2
8923550534199277448,1981-03-26,-775908147,1992-06-11,1974-04-19,Treatment becau,"Later picture success set color image my. Full peace create small. Account product yard together.
Network travel table resource their least style. Stuff economic new list energy reach research.",2.90971361501461,8.1536187543867,2.3852846464214834,3.094669167666412,5.415508655148805,2.3335266111757416,4.521581703028223,2.8370505103379338,0.8537323884915929,8.598502107104991,6.3949436956920955,3.930174007984992,6.3697711521365505,8.42,4.84,2.40,4.73,7.067346,3.24,2.945929,8.11,4.45,7.209741,3.086572,6.070867,0.194748,2.574973,0.691640,8.827372,7.212996,7.290100,7.800911,2.189673,0.164072,2.892546,0.756893,8.380644,3.369690,7.66,7.36,2.02,7.64,3.02,2,5,7,1.79,0,7
-1309028005529938546,2007-06-03,-1112585872,2011-08-19,2008-10-18,Travel hair gro,Today research kitchen type reflect. Again bank outside mission left.,8.547505285312546,1.0077774207967694,0.6645590219232855,7.5932464547273915,7.306862671639057,7.565192672367225,0.9481787202232728,6.126986408931509,0.5958151158083458,6.39512950087092,1.7684436190191588,4.58173139473787,7.682631017375491,3.64,3.90,3.91,2.75,9.274477,1.00,4.147441,9.11,4.15,5.863089,3.355670,6.953013,9.545810,7.760669,1.116281,3.055786,7.164759,3.215823,6.927915,0.295919,2.588887,2.995017,4.508515,2.449271,5.178688,2.05,2.00,1.85,1.49,0.12,8,2,1,2.24,6,3
2836207049481784070,2003-08-03,-871633507,2019-11-22,2004-07-22,Adult window op,Key watch trouble see too bar. Catch school though particular would sit. Listen level consumer budget professional health.,6.607431919198162,1.9464724303184846,3.4944657122963148,8.347029623567035,10.945388243024441,2.5888565743947094,3.460294120888052,0.3809222983578998,8.539399495644227,6.981138993620171,5.618862786399798,4.723347625677188,0.9184879033851191,6.65,8.76,9.55,2.99,10.655074,4.94,10.523491,9.64,6.55,10.394799,6.645941,10.956315,9.026628,5.858640,2.310266,8.461170,3.184070,9.758578,1.206027,4.531725,5.995065,8.571808,0.870538,1.936556,8.850403,5.83,10.94,10.93,2.11,7.78,7,7,9,4.08,10,7
8594632445577423937,2004-09-23,-971797859,1995-01-22,2000-07-08,Remain recogniz,"Whether role present ever history nature without. National base fine line fear. Model drug nation parent.
Talk well figure low never or. Drug newspaper ball time cold program million.",8.718883698284653,4.8886039654403906,8.032190843045584,2.1271349951476513,7.711167861783444,3.9545169487958316,9.242983173598903,10.858432239083655,5.678414569371651,7.279823101591722,6.792308635966803,9.434237323742902,7.491877004506426,5.53,10.36,1.87,11.24,4.785277,11.77,11.592501,0.97,9.87,10.295915,0.455357,3.888175,3.239599,9.868795,7.478898,11.124417,4.941190,10.491047,11.525039,1.513563,10.391170,8.777584,6.016273,9.594512,11.277064,7.21,0.42,10.74,7.44,1.72,6,3,5,1.14,1,6
667917815017657735,1979-10-05,357150001,2019-04-25,2014-12-17,Turn south requ,"Forget how house scientist professional western. Public strong discover decide occur. Across decision ever thing sit answer difficult.
Ten build national law look. Design sometimes south find.",1.641332815996467,9.642115448196435,11.919296968827762,0.4144941914786556,11.135877421559675,2.176063961544839,12.403197538194474,7.284979524138376,7.978063539210104,6.129439665224536,7.557975272026455,7.638567027003141,0.6397262293911404,1.15,0.06,1.41,2.85,5.384310,2.56,6.903025,1.58,5.62,1.251881,6.341585,12.599782,7.574895,7.130111,3.110992,0.130422,7.201568,6.738595,4.122208,0.678111,8.734423,0.741404,12.466275,4.436163,12.316028,5.62,1.08,1.42,11.58,10.10,7,8,8,5.79,0,3
-4153927846821249861,1994-11-11,-701100591,1991-03-24,1984-11-29,Experience two ,"It question style free second. At outside believe edge art.
Drug piece bring southern week news standard. Its result gun lawyer five mean.",8.78779799321144,0.6374229501501487,9.925111742801258,3.9110640467944995,12.586102327104076,1.909735655876124,6.845207840576601,7.219011109770569,1.563807805024054,8.836939046574443,4.973017907135487,9.575727636707644,9.344339504493911,13.99,13.21,9.82,5.61,1.640625,6.03,0.014321,6.65,6.62,11.886724,13.714782,8.611847,4.883803,5.029819,8.403711,5.395134,11.185210,11.759975,8.733971,13.920923,6.803900,4.617522,2.606846,7.100900,8.585197,3.67,3.14,2.24,1.36,2.58,6,0,3,13.42,9,0
1875567061606690998,2002-12-01,784086285,1978-05-29,1996-12-25,Nature kind pre,"Get baby nor. Find money participant point.
Everything general water sea his almost evening. Dinner grow development purpose.",3.232679201282312,3.023192770286978,10.318946320498828,2.8710445369972986,14.795170964591494,4.194261196834387,12.322495322355719,6.161131019780036,1.5038523567356499,3.177271270241786,2.8331308783462834,7.860775185310934,9.691553151777235,7.35,0.64,10.99,10.59,10.664309,5.92,0.381266,14.42,5.26,9.567329,12.330071,2.273039,12.083897,1.940796,2.321501,10.506667,14.213087,0.754638,14.565478,6.808688,14.005900,1.293443,8.876654,8.693461,4.016813,13.54,8.80,8.40,11.69,10.04,7,10,2,2.08,9,8
9204236644729749185,2005-07-18,1349593918,2000-09-15,1996-03-30,Pick serve law ,"Note now defense.
Little drop parent cover. Have particularly tax past establish. Begin bed government form.",15.507239534195085,9.465114174886104,3.551560582429431,6.109511156908027,1.9727822478484587,10.243163663677354,8.819684951521522,9.894705101928952,3.004086956508388,4.430822483221178,9.560576220843519,5.655016216191683,9.618225470859183,8.90,3.52,9.36,8.94,3.218487,1.87,6.206402,11.04,1.20,8.003881,6.153358,1.361270,0.985652,8.046652,8.642676,3.378461,13.771983,0.800774,6.053671,13.584072,4.261121,2.877856,1.836044,5.479254,14.659354,15.30,15.13,0.30,7.30,9.38,14,14,14,12.62,9,3
