id_dsf_bsm_operations,dh_sys,id_ds_vrs,cd_evn,dh_evn,time_id,pos_id,doc_id,evt_id,pkt_seq_nr,veri_date,trx_date,val_date,perf_date,bu_id,is_reversal_clc,is_atrx,meta_type_id,meta_type_name,order_type_id,order_type_name,pos_typ,wfc_status_id,wfc_status_name,medium_id,medium_name,bp_id,bp_nr,cont_id,cont_nr,cont_curry_id,cont_curry_iso,macc_nr,macc_curry_iso,cont_type_intl_cd,asset_id,asset_name,isin,mkt_id,mkt_name,mkt_country_id,mkt_country_name,pos_curry_id,pos_curry_iso,book_kind_name,qty,price_curry_id,price_curry_iso,price,gross_amount_pos,fees_pos,net_amount_pos,accr_intr_pos,fx_rate_pos_cont,gross_amount_cont,fees_cont,net_amount_cont,accr_intr_cont,fx_rate_pos_bu,gross_amount_bu,fees_bu,net_amount_bu,accr_intr_bu,is_operation_clc,dt_run,deal_spot_rate,deal_fwd_rate,fx_curry_1_iso,fx_qty_1,fx_curry_2_iso,fx_qty_2,spot_spread,trdr_rate,fwd_bps,pict,mkt_fwd_bps_bu,fwd_spread_bu,spot_spread_bu,strike,fx_gross_amount,fx_gross_curry_iso,fx_net_amount,call_curry_name,call_qty,put_curry_iso,put_qty,prem,prem_qty,prem_calc_type_intl,prem_calc_type_name,spread,spread_qty,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
24,1996-03-24 18:42:07.000000,24,24,2013-04-23 20:31:45.000000,A       ,24,24,24,24.0000000,1981-04-08 10:17:26.000000,2015-01-07 12:47:35.000000,1995-03-16 15:59:26.000000,1993-02-24 02:20:05.000000,24,Z,S ,24,M,24,M,I,24,K,24,L,24,A,24,B,24,V,N,P,G,24,M,G,24,N,24,L,24,L,M,24.0000000,24,A,24.000000000000,24.0000000,24.0000000,24.0000000,24.0000000,24.00000000000000000000,24.0000000,24.0000000,24.0000000,24.0000000,24.00000000000000000000,24.0000000,24.0000000,24.0000000,24.0000000,M,1986-02-15,24.00000000000000000000,24.00000000000000000000,M,24.0000000,U,24.0000000,24.00000000000000000000,24.00000000000000000000,24.00000000000000000000,24,24.00000000000000000000,24.00000000000000000000,24.0000000,24.00000000000000000000,24.0000000,L,24.0000000,L,24.0000000,P,24.0000000,24.00000000000000000000,24.00000000000000000000,S,T,24.00000000000000000000,24.00000000000000000000,2015-09-27 11:24:54.000000,R,S,G,2001-10-30 22:31:37.000000,E,L,F
25,1985-11-20 16:47:37.000000,25,25,2000-03-13 05:11:18.000000,I       ,25,25,25,25.0000000,1996-07-26 16:57:51.000000,1971-09-26 10:48:33.000000,1986-06-12 00:59:19.000000,2017-07-25 09:49:49.000000,25,M,L ,25,M,25,M,M,25,T,25,S,25,K,25,B,25,R,E,E,M,25,C,N,25,C,25,B,25,T,S,25.0000000,25,G,25.000000000000,25.0000000,25.0000000,25.0000000,25.0000000,25.00000000000000000000,25.0000000,25.0000000,25.0000000,25.0000000,25.00000000000000000000,25.0000000,25.0000000,25.0000000,25.0000000,K,1999-12-29,25.00000000000000000000,25.00000000000000000000,F,25.0000000,D,25.0000000,25.00000000000000000000,25.00000000000000000000,25.00000000000000000000,25,25.00000000000000000000,25.00000000000000000000,25.0000000,25.00000000000000000000,25.0000000,A,25.0000000,B,25.0000000,Z,25.0000000,25.00000000000000000000,25.00000000000000000000,N,S,25.00000000000000000000,25.00000000000000000000,2009-03-31 18:25:58.000000,P,H,J,2003-07-30 21:07:43.000000,S,C,C
26,2007-07-13 20:53:15.000000,26,26,2002-11-28 06:10:59.000000,D       ,26,26,26,26.0000000,1991-07-12 11:17:02.000000,2015-10-03 05:57:00.000000,2017-01-07 15:44:44.000000,2021-06-03 07:55:56.000000,26,T,I ,26,B,26,C,M,26,C,26,L,26,L,26,S,26,A,N,P,I,26,A,K,26,L,26,B,26,M,S,26.0000000,26,M,26.000000000000,26.0000000,26.0000000,26.0000000,26.0000000,26.00000000000000000000,26.0000000,26.0000000,26.0000000,26.0000000,26.00000000000000000000,26.0000000,26.0000000,26.0000000,26.0000000,S,1993-12-29,26.00000000000000000000,26.00000000000000000000,T,26.0000000,D,26.0000000,26.00000000000000000000,26.00000000000000000000,26.00000000000000000000,26,26.00000000000000000000,26.00000000000000000000,26.0000000,26.00000000000000000000,26.0000000,M,26.0000000,R,26.0000000,R,26.0000000,26.00000000000000000000,26.00000000000000000000,I,C,26.00000000000000000000,26.00000000000000000000,1976-10-08 18:34:09.000000,M,A,D,1978-05-21 15:32:25.000000,G,V,M
27,1997-11-27 10:25:26.000000,27,27,1971-05-05 05:22:29.000000,L       ,27,27,27,27.0000000,2013-07-17 16:47:49.000000,1975-10-14 04:03:47.000000,1998-09-16 00:40:55.000000,2017-11-15 05:40:24.000000,27,G,K ,27,H,27,G,D,27,K,27,B,27,M,27,G,27,L,T,C,K,27,E,I,27,A,27,C,27,T,P,27.0000000,27,T,27.000000000000,27.0000000,27.0000000,27.0000000,27.0000000,27.00000000000000000000,27.0000000,27.0000000,27.0000000,27.0000000,27.00000000000000000000,27.0000000,27.0000000,27.0000000,27.0000000,C,1989-12-05,27.00000000000000000000,27.00000000000000000000,O,27.0000000,B,27.0000000,27.00000000000000000000,27.00000000000000000000,27.00000000000000000000,27,27.00000000000000000000,27.00000000000000000000,27.0000000,27.00000000000000000000,27.0000000,M,27.0000000,N,27.0000000,L,27.0000000,27.00000000000000000000,27.00000000000000000000,S,S,27.00000000000000000000,27.00000000000000000000,2002-08-02 02:29:33.000000,G,P,S,1997-05-14 23:46:47.000000,S,M,A
28,2014-01-26 15:50:29.000000,28,28,1987-07-27 12:27:01.000000,K       ,28,28,28,28.0000000,2019-08-14 00:57:54.000000,1996-05-26 01:18:10.000000,2005-12-26 13:00:12.000000,2006-06-18 02:10:48.000000,28,B,N ,28,H,28,C,S,28,C,28,K,28,G,28,M,28,B,B,L,N,28,T,M,28,S,28,K,28,S,S,28.0000000,28,P,28.000000000000,28.0000000,28.0000000,28.0000000,28.0000000,28.00000000000000000000,28.0000000,28.0000000,28.0000000,28.0000000,28.00000000000000000000,28.0000000,28.0000000,28.0000000,28.0000000,S,2015-06-03,28.00000000000000000000,28.00000000000000000000,A,28.0000000,C,28.0000000,28.00000000000000000000,28.00000000000000000000,28.00000000000000000000,28,28.00000000000000000000,28.00000000000000000000,28.0000000,28.00000000000000000000,28.0000000,H,28.0000000,Z,28.0000000,T,28.0000000,28.00000000000000000000,28.00000000000000000000,C,N,28.00000000000000000000,28.00000000000000000000,2008-03-04 05:36:15.000000,Z,A,C,1984-11-24 06:21:55.000000,T,C,N
29,1994-05-16 12:10:24.000000,29,29,2009-06-26 08:45:26.000000,G       ,29,29,29,29.0000000,1993-05-22 12:13:00.000000,1970-08-28 03:41:52.000000,2010-08-12 09:27:27.000000,1999-03-28 23:00:11.000000,29,M,C ,29,O,29,I,P,29,A,29,C,29,G,29,I,29,P,K,F,B,29,C,M,29,G,29,K,29,F,L,29.0000000,29,Z,29.000000000000,29.0000000,29.0000000,29.0000000,29.0000000,29.00000000000000000000,29.0000000,29.0000000,29.0000000,29.0000000,29.00000000000000000000,29.0000000,29.0000000,29.0000000,29.0000000,S,1982-01-19,29.00000000000000000000,29.00000000000000000000,B,29.0000000,B,29.0000000,29.00000000000000000000,29.00000000000000000000,29.00000000000000000000,29,29.00000000000000000000,29.00000000000000000000,29.0000000,29.00000000000000000000,29.0000000,O,29.0000000,P,29.0000000,W,29.0000000,29.00000000000000000000,29.00000000000000000000,G,A,29.00000000000000000000,29.00000000000000000000,2022-08-06 01:13:20.000000,P,D,M,1978-09-18 17:00:18.000000,H,C,C
30,2018-07-20 00:57:05.000000,30,30,2020-05-03 23:23:43.000000,M       ,30,30,30,30.0000000,2010-08-24 14:12:59.000000,2015-12-18 06:59:44.000000,1978-02-12 01:37:20.000000,2019-07-17 04:48:37.000000,30,C,V ,30,E,30,T,T,30,R,30,R,30,L,30,F,30,S,S,B,C,30,T,E,30,B,30,W,30,D,B,30.0000000,30,R,30.000000000000,30.0000000,30.0000000,30.0000000,30.0000000,30.00000000000000000000,30.0000000,30.0000000,30.0000000,30.0000000,30.00000000000000000000,30.0000000,30.0000000,30.0000000,30.0000000,M,2018-01-08,30.00000000000000000000,30.00000000000000000000,C,30.0000000,T,30.0000000,30.00000000000000000000,30.00000000000000000000,30.00000000000000000000,30,30.00000000000000000000,30.00000000000000000000,30.0000000,30.00000000000000000000,30.0000000,F,30.0000000,V,30.0000000,B,30.0000000,30.00000000000000000000,30.00000000000000000000,M,M,30.00000000000000000000,30.00000000000000000000,2009-03-16 05:31:29.000000,M,A,A,2017-10-21 21:53:41.000000,D,S,J
31,1999-11-03 20:58:02.000000,31,31,1989-06-11 01:26:00.000000,I       ,31,31,31,31.0000000,1982-12-09 12:40:02.000000,1996-10-26 09:16:01.000000,1992-11-13 12:17:45.000000,1992-04-15 14:37:03.000000,31,C,B ,31,M,31,T,Q,31,A,31,T,31,P,31,T,31,K,B,A,K,31,M,C,31,N,31,P,31,G,G,31.0000000,31,I,31.000000000000,31.0000000,31.0000000,31.0000000,31.0000000,31.00000000000000000000,31.0000000,31.0000000,31.0000000,31.0000000,31.00000000000000000000,31.0000000,31.0000000,31.0000000,31.0000000,Z,1983-06-15,31.00000000000000000000,31.00000000000000000000,M,31.0000000,Y,31.0000000,31.00000000000000000000,31.00000000000000000000,31.00000000000000000000,31,31.00000000000000000000,31.00000000000000000000,31.0000000,31.00000000000000000000,31.0000000,V,31.0000000,P,31.0000000,G,31.0000000,31.00000000000000000000,31.00000000000000000000,S,N,31.00000000000000000000,31.00000000000000000000,2019-02-25 18:24:17.000000,G,T,T,2010-12-06 01:52:44.000000,T,S,I
32,2007-01-13 15:36:01.000000,32,32,2017-02-09 00:29:52.000000,F       ,32,32,32,32.0000000,1984-06-28 04:19:11.000000,2004-04-01 06:26:43.000000,2012-06-19 02:49:03.000000,1998-10-02 23:32:59.000000,32,G,L ,32,B,32,L,C,32,A,32,K,32,M,32,U,32,T,S,I,N,32,R,V,32,L,32,K,32,C,N,32.0000000,32,R,32.000000000000,32.0000000,32.0000000,32.0000000,32.0000000,32.00000000000000000000,32.0000000,32.0000000,32.0000000,32.0000000,32.00000000000000000000,32.0000000,32.0000000,32.0000000,32.0000000,J,1983-06-20,32.00000000000000000000,32.00000000000000000000,P,32.0000000,V,32.0000000,32.00000000000000000000,32.00000000000000000000,32.00000000000000000000,32,32.00000000000000000000,32.00000000000000000000,32.0000000,32.00000000000000000000,32.0000000,M,32.0000000,S,32.0000000,E,32.0000000,32.00000000000000000000,32.00000000000000000000,M,S,32.00000000000000000000,32.00000000000000000000,1984-12-06 15:24:06.000000,T,I,A,1991-05-14 16:26:59.000000,C,K,A
33,2020-01-21 10:22:19.000000,33,33,2014-01-27 05:46:19.000000,R       ,33,33,33,33.0000000,1982-06-19 20:52:46.000000,2010-05-03 03:07:26.000000,2017-11-17 21:18:59.000000,1976-02-23 23:36:51.000000,33,T,D ,33,E,33,V,L,33,M,33,T,33,Q,33,D,33,I,N,M,C,33,T,N,33,B,33,C,33,K,P,33.0000000,33,M,33.000000000000,33.0000000,33.0000000,33.0000000,33.0000000,33.00000000000000000000,33.0000000,33.0000000,33.0000000,33.0000000,33.00000000000000000000,33.0000000,33.0000000,33.0000000,33.0000000,N,2019-04-28,33.00000000000000000000,33.00000000000000000000,S,33.0000000,C,33.0000000,33.00000000000000000000,33.00000000000000000000,33.00000000000000000000,33,33.00000000000000000000,33.00000000000000000000,33.0000000,33.00000000000000000000,33.0000000,A,33.0000000,T,33.0000000,T,33.0000000,33.00000000000000000000,33.00000000000000000000,G,S,33.00000000000000000000,33.00000000000000000000,2013-09-29 15:27:44.000000,N,T,V,2009-08-07 03:06:54.000000,V,A,G
34,2015-10-25 01:36:06.000000,34,34,1995-01-20 23:59:10.000000,C       ,34,34,34,34.0000000,1976-12-08 17:37:52.000000,1975-04-24 23:55:16.000000,1974-12-13 23:30:24.000000,2014-02-20 20:13:07.000000,34,M,B ,34,T,34,C,A,34,N,34,T,34,M,34,T,34,E,F,K,E,34,S,P,34,I,34,L,34,K,T,34.0000000,34,K,34.000000000000,34.0000000,34.0000000,34.0000000,34.0000000,34.00000000000000000000,34.0000000,34.0000000,34.0000000,34.0000000,34.00000000000000000000,34.0000000,34.0000000,34.0000000,34.0000000,S,1984-04-15,34.00000000000000000000,34.00000000000000000000,I,34.0000000,M,34.0000000,34.00000000000000000000,34.00000000000000000000,34.00000000000000000000,34,34.00000000000000000000,34.00000000000000000000,34.0000000,34.00000000000000000000,34.0000000,C,34.0000000,F,34.0000000,B,34.0000000,34.00000000000000000000,34.00000000000000000000,V,E,34.00000000000000000000,34.00000000000000000000,1990-05-16 20:55:33.000000,A,T,B,1980-06-23 23:43:46.000000,L,I,P
35,2004-02-15 16:51:54.000000,35,35,1986-04-30 23:05:12.000000,C       ,35,35,35,35.0000000,1989-12-17 22:43:47.000000,1970-11-18 11:29:28.000000,2021-02-08 08:39:31.000000,1988-04-06 14:29:20.000000,35,B,K ,35,C,35,T,P,35,B,35,P,35,L,35,K,35,S,W,T,S,35,S,Z,35,B,35,M,35,D,B,35.0000000,35,B,35.000000000000,35.0000000,35.0000000,35.0000000,35.0000000,35.00000000000000000000,35.0000000,35.0000000,35.0000000,35.0000000,35.00000000000000000000,35.0000000,35.0000000,35.0000000,35.0000000,A,1974-03-30,35.00000000000000000000,35.00000000000000000000,A,35.0000000,V,35.0000000,35.00000000000000000000,35.00000000000000000000,35.00000000000000000000,35,35.00000000000000000000,35.00000000000000000000,35.0000000,35.00000000000000000000,35.0000000,D,35.0000000,K,35.0000000,T,35.0000000,35.00000000000000000000,35.00000000000000000000,U,M,35.00000000000000000000,35.00000000000000000000,2004-09-07 06:10:09.000000,S,T,E,1970-07-07 02:59:36.000000,A,D,A
36,1973-01-14 04:35:29.000000,36,36,1988-05-02 16:13:48.000000,M       ,36,36,36,36.0000000,1985-04-24 01:44:59.000000,1989-04-09 07:20:15.000000,2004-10-29 01:52:08.000000,1998-04-12 03:45:50.000000,36,P,I ,36,J,36,B,T,36,C,36,C,36,C,36,B,36,M,Y,C,C,36,B,S,36,N,36,B,36,T,B,36.0000000,36,N,36.000000000000,36.0000000,36.0000000,36.0000000,36.0000000,36.00000000000000000000,36.0000000,36.0000000,36.0000000,36.0000000,36.00000000000000000000,36.0000000,36.0000000,36.0000000,36.0000000,M,1982-02-16,36.00000000000000000000,36.00000000000000000000,I,36.0000000,Q,36.0000000,36.00000000000000000000,36.00000000000000000000,36.00000000000000000000,36,36.00000000000000000000,36.00000000000000000000,36.0000000,36.00000000000000000000,36.0000000,B,36.0000000,S,36.0000000,P,36.0000000,36.00000000000000000000,36.00000000000000000000,K,K,36.00000000000000000000,36.00000000000000000000,1973-05-10 03:18:16.000000,N,L,M,1976-03-18 23:12:08.000000,T,S,F
37,2001-10-29 02:29:44.000000,37,37,1993-07-04 13:38:37.000000,Z       ,37,37,37,37.0000000,2015-04-29 13:53:45.000000,1983-09-28 13:28:48.000000,2016-06-16 10:30:52.000000,1985-05-01 07:40:35.000000,37,C,I ,37,U,37,N,M,37,S,37,I,37,P,37,N,37,U,H,F,S,37,D,M,37,K,37,T,37,S,S,37.0000000,37,B,37.000000000000,37.0000000,37.0000000,37.0000000,37.0000000,37.00000000000000000000,37.0000000,37.0000000,37.0000000,37.0000000,37.00000000000000000000,37.0000000,37.0000000,37.0000000,37.0000000,K,1980-11-27,37.00000000000000000000,37.00000000000000000000,L,37.0000000,B,37.0000000,37.00000000000000000000,37.00000000000000000000,37.00000000000000000000,37,37.00000000000000000000,37.00000000000000000000,37.0000000,37.00000000000000000000,37.0000000,B,37.0000000,F,37.0000000,A,37.0000000,37.00000000000000000000,37.00000000000000000000,M,M,37.00000000000000000000,37.00000000000000000000,1990-01-09 16:08:17.000000,B,M,B,2005-12-15 11:11:46.000000,S,A,L
38,2003-09-02 18:36:30.000000,38,38,2018-05-25 03:07:21.000000,L       ,38,38,38,38.0000000,1989-09-20 19:07:19.000000,2019-04-27 04:58:08.000000,1977-10-06 17:06:52.000000,2020-10-03 10:24:52.000000,38,C,A ,38,S,38,T,A,38,S,38,I,38,U,38,P,38,S,V,M,L,38,G,K,38,M,38,K,38,L,A,38.0000000,38,G,38.000000000000,38.0000000,38.0000000,38.0000000,38.0000000,38.00000000000000000000,38.0000000,38.0000000,38.0000000,38.0000000,38.00000000000000000000,38.0000000,38.0000000,38.0000000,38.0000000,M,2005-08-10,38.00000000000000000000,38.00000000000000000000,T,38.0000000,M,38.0000000,38.00000000000000000000,38.00000000000000000000,38.00000000000000000000,38,38.00000000000000000000,38.00000000000000000000,38.0000000,38.00000000000000000000,38.0000000,A,38.0000000,B,38.0000000,S,38.0000000,38.00000000000000000000,38.00000000000000000000,C,T,38.00000000000000000000,38.00000000000000000000,2015-03-14 17:47:51.000000,B,M,B,2009-04-09 17:21:37.000000,T,M,B
39,1983-01-14 01:54:07.000000,39,39,2002-10-20 22:10:39.000000,T       ,39,39,39,39.0000000,1975-12-04 20:20:26.000000,2013-09-01 07:57:03.000000,1984-08-13 17:32:30.000000,2017-12-08 12:45:02.000000,39,C,M ,39,C,39,P,C,39,S,39,B,39,D,39,L,39,U,U,M,H,39,S,A,39,P,39,M,39,G,L,39.0000000,39,T,39.000000000000,39.0000000,39.0000000,39.0000000,39.0000000,39.00000000000000000000,39.0000000,39.0000000,39.0000000,39.0000000,39.00000000000000000000,39.0000000,39.0000000,39.0000000,39.0000000,B,1990-02-11,39.00000000000000000000,39.00000000000000000000,C,39.0000000,K,39.0000000,39.00000000000000000000,39.00000000000000000000,39.00000000000000000000,39,39.00000000000000000000,39.00000000000000000000,39.0000000,39.00000000000000000000,39.0000000,P,39.0000000,T,39.0000000,K,39.0000000,39.00000000000000000000,39.00000000000000000000,Z,N,39.00000000000000000000,39.00000000000000000000,2013-11-10 20:07:54.000000,K,L,S,2010-03-11 22:04:15.000000,A,B,E
40,1984-06-26 10:45:18.000000,40,40,1986-10-21 02:19:21.000000,B       ,40,40,40,40.0000000,1987-02-25 19:47:07.000000,2022-04-05 00:13:38.000000,1993-12-16 04:33:35.000000,1994-10-03 20:01:55.000000,40,G,N ,40,S,40,A,A,40,A,40,A,40,B,40,M,40,K,L,C,C,40,G,H,40,B,40,G,40,N,K,40.0000000,40,S,40.000000000000,40.0000000,40.0000000,40.0000000,40.0000000,40.00000000000000000000,40.0000000,40.0000000,40.0000000,40.0000000,40.00000000000000000000,40.0000000,40.0000000,40.0000000,40.0000000,L,2011-02-18,40.00000000000000000000,40.00000000000000000000,C,40.0000000,S,40.0000000,40.00000000000000000000,40.00000000000000000000,40.00000000000000000000,40,40.00000000000000000000,40.00000000000000000000,40.0000000,40.00000000000000000000,40.0000000,S,40.0000000,M,40.0000000,C,40.0000000,40.00000000000000000000,40.00000000000000000000,S,N,40.00000000000000000000,40.00000000000000000000,1979-07-23 00:16:09.000000,M,G,E,2022-07-05 16:39:25.000000,N,H,A
41,2006-11-09 02:17:59.000000,41,41,2010-09-16 19:58:26.000000,R       ,41,41,41,41.0000000,1976-06-15 19:29:36.000000,1978-05-08 01:40:57.000000,2007-03-21 07:43:06.000000,1981-06-25 19:53:46.000000,41,G,I ,41,R,41,U,N,41,D,41,B,41,U,41,E,41,E,B,E,Z,41,K,V,41,S,41,P,41,S,G,41.0000000,41,M,41.000000000000,41.0000000,41.0000000,41.0000000,41.0000000,41.00000000000000000000,41.0000000,41.0000000,41.0000000,41.0000000,41.00000000000000000000,41.0000000,41.0000000,41.0000000,41.0000000,M,1986-01-10,41.00000000000000000000,41.00000000000000000000,B,41.0000000,K,41.0000000,41.00000000000000000000,41.00000000000000000000,41.00000000000000000000,41,41.00000000000000000000,41.00000000000000000000,41.0000000,41.00000000000000000000,41.0000000,G,41.0000000,S,41.0000000,V,41.0000000,41.00000000000000000000,41.00000000000000000000,A,L,41.00000000000000000000,41.00000000000000000000,2001-05-21 00:35:11.000000,B,V,H,2003-03-17 11:02:33.000000,E,Z,D
42,2015-06-08 08:53:59.000000,42,42,1973-03-22 08:49:36.000000,K       ,42,42,42,42.0000000,2019-03-20 10:59:33.000000,2005-10-21 09:55:03.000000,2007-10-17 02:02:44.000000,2013-05-09 10:34:28.000000,42,E,M ,42,C,42,A,L,42,L,42,G,42,A,42,S,42,S,A,A,N,42,S,F,42,T,42,A,42,P,L,42.0000000,42,S,42.000000000000,42.0000000,42.0000000,42.0000000,42.0000000,42.00000000000000000000,42.0000000,42.0000000,42.0000000,42.0000000,42.00000000000000000000,42.0000000,42.0000000,42.0000000,42.0000000,R,2020-10-08,42.00000000000000000000,42.00000000000000000000,A,42.0000000,J,42.0000000,42.00000000000000000000,42.00000000000000000000,42.00000000000000000000,42,42.00000000000000000000,42.00000000000000000000,42.0000000,42.00000000000000000000,42.0000000,M,42.0000000,H,42.0000000,M,42.0000000,42.00000000000000000000,42.00000000000000000000,B,H,42.00000000000000000000,42.00000000000000000000,2012-06-02 06:07:59.000000,E,B,I,1999-09-06 05:22:34.000000,C,L,L
43,1990-07-09 13:52:57.000000,43,43,1994-02-13 20:24:46.000000,E       ,43,43,43,43.0000000,2018-11-12 13:56:00.000000,2000-11-19 14:19:24.000000,2005-03-30 19:25:55.000000,1972-12-22 09:39:34.000000,43,B,M ,43,U,43,S,M,43,M,43,I,43,I,43,I,43,N,G,G,E,43,M,H,43,E,43,P,43,R,K,43.0000000,43,Z,43.000000000000,43.0000000,43.0000000,43.0000000,43.0000000,43.00000000000000000000,43.0000000,43.0000000,43.0000000,43.0000000,43.00000000000000000000,43.0000000,43.0000000,43.0000000,43.0000000,P,2002-06-26,43.00000000000000000000,43.00000000000000000000,C,43.0000000,P,43.0000000,43.00000000000000000000,43.00000000000000000000,43.00000000000000000000,43,43.00000000000000000000,43.00000000000000000000,43.0000000,43.00000000000000000000,43.0000000,B,43.0000000,M,43.0000000,K,43.0000000,43.00000000000000000000,43.00000000000000000000,G,S,43.00000000000000000000,43.00000000000000000000,1997-01-30 09:37:07.000000,K,F,P,1997-05-14 04:04:14.000000,K,M,B
44,1981-01-14 23:32:17.000000,44,44,2012-08-20 05:30:05.000000,F       ,44,44,44,44.0000000,1988-07-01 02:41:35.000000,2020-01-26 00:43:06.000000,2021-12-09 15:47:44.000000,2017-11-08 17:07:17.000000,44,K,Y ,44,B,44,S,Q,44,C,44,A,44,N,44,L,44,S,K,S,I,44,S,T,44,P,44,T,44,L,I,44.0000000,44,S,44.000000000000,44.0000000,44.0000000,44.0000000,44.0000000,44.00000000000000000000,44.0000000,44.0000000,44.0000000,44.0000000,44.00000000000000000000,44.0000000,44.0000000,44.0000000,44.0000000,C,1974-11-08,44.00000000000000000000,44.00000000000000000000,E,44.0000000,N,44.0000000,44.00000000000000000000,44.00000000000000000000,44.00000000000000000000,44,44.00000000000000000000,44.00000000000000000000,44.0000000,44.00000000000000000000,44.0000000,J,44.0000000,V,44.0000000,E,44.0000000,44.00000000000000000000,44.00000000000000000000,B,C,44.00000000000000000000,44.00000000000000000000,1972-07-08 18:05:51.000000,B,N,B,1997-09-19 11:10:50.000000,M,C,R
45,2019-09-16 20:32:51.000000,45,45,2020-02-14 08:13:57.000000,N       ,45,45,45,45.0000000,2020-03-18 11:10:23.000000,1982-12-09 20:01:55.000000,2009-04-24 00:11:15.000000,2022-02-12 01:52:01.000000,45,S,V ,45,M,45,M,P,45,P,45,B,45,L,45,C,45,N,M,G,P,45,I,F,45,I,45,M,45,A,T,45.0000000,45,C,45.000000000000,45.0000000,45.0000000,45.0000000,45.0000000,45.00000000000000000000,45.0000000,45.0000000,45.0000000,45.0000000,45.00000000000000000000,45.0000000,45.0000000,45.0000000,45.0000000,S,2006-02-08,45.00000000000000000000,45.00000000000000000000,M,45.0000000,N,45.0000000,45.00000000000000000000,45.00000000000000000000,45.00000000000000000000,45,45.00000000000000000000,45.00000000000000000000,45.0000000,45.00000000000000000000,45.0000000,P,45.0000000,N,45.0000000,B,45.0000000,45.00000000000000000000,45.00000000000000000000,K,T,45.00000000000000000000,45.00000000000000000000,2000-09-11 18:46:52.000000,S,M,C,1995-01-11 21:22:53.000000,S,U,C
46,1980-09-07 11:33:55.000000,46,46,1974-11-05 14:56:23.000000,M       ,46,46,46,46.0000000,1997-03-03 08:19:42.000000,1994-12-21 13:21:21.000000,2018-11-21 02:50:50.000000,1974-05-26 11:53:19.000000,46,S,T ,46,P,46,S,C,46,P,46,C,46,N,46,P,46,S,B,P,E,46,B,H,46,G,46,B,46,S,I,46.0000000,46,G,46.000000000000,46.0000000,46.0000000,46.0000000,46.0000000,46.00000000000000000000,46.0000000,46.0000000,46.0000000,46.0000000,46.00000000000000000000,46.0000000,46.0000000,46.0000000,46.0000000,B,1982-06-20,46.00000000000000000000,46.00000000000000000000,P,46.0000000,T,46.0000000,46.00000000000000000000,46.00000000000000000000,46.00000000000000000000,46,46.00000000000000000000,46.00000000000000000000,46.0000000,46.00000000000000000000,46.0000000,B,46.0000000,K,46.0000000,V,46.0000000,46.00000000000000000000,46.00000000000000000000,K,P,46.00000000000000000000,46.00000000000000000000,2011-04-20 03:28:40.000000,U,M,C,1970-05-16 15:22:50.000000,M,M,G
