id_dsf_bsm_xrate,dh_sys,id_ds_vrs,cd_evn,dh_evn,curry_id,curry_name,description,termin,unit,xrate_factor,xrate_date,factor,time_id,ref_date,dt_run,dh_uti_cre,lb_uti_cre,lb_wkf_cre,lb_ses_cre,dh_uti_upd,lb_uti_upd,lb_wkf_upd,lb_ses_upd
87,2007-08-26 11:10:28.000000,87,87,2011-10-09 03:17:47.000000,87,T,L,87.0000000,87.0000000,87.00000000000000000000,1984-02-11 20:33:57.000000,87.0000000,C,1990-07-22 22:55:28.000000,2022-10-29,1999-04-23 14:45:47.000000,A,K,K,1996-05-14 14:12:36.000000,S,K,L
88,2013-07-14 08:46:56.000000,88,88,1972-08-15 21:35:59.000000,88,G,A,88.0000000,88.0000000,88.00000000000000000000,2015-12-17 23:48:42.000000,88.0000000,T,2018-06-18 21:49:32.000000,2006-05-04,1987-11-06 16:38:53.000000,T,C,L,1993-01-10 08:38:33.000000,M,B,L
89,1996-08-23 19:51:26.000000,89,89,2001-06-09 01:20:59.000000,89,T,K,89.0000000,89.0000000,89.00000000000000000000,1998-05-11 11:13:56.000000,89.0000000,L,1982-01-11 05:24:57.000000,2011-07-08,1978-01-16 01:24:15.000000,S,I,T,1997-05-28 09:13:41.000000,K,H,F
90,1990-02-09 04:40:28.000000,90,90,1980-09-26 19:19:18.000000,90,B,T,90.0000000,90.0000000,90.00000000000000000000,1978-07-25 17:05:48.000000,90.0000000,A,2017-03-06 18:14:17.000000,1998-08-31,2014-03-10 15:08:55.000000,P,S,L,2005-02-05 00:39:33.000000,J,T,T
91,2009-12-22 00:38:30.000000,91,91,2005-06-08 01:57:53.000000,91,M,A,91.0000000,91.0000000,91.00000000000000000000,1977-10-15 02:38:50.000000,91.0000000,M,1985-10-25 08:43:34.000000,2019-04-04,2010-01-16 04:34:52.000000,S,P,S,1988-10-26 00:33:03.000000,N,S,P
92,2004-03-03 17:17:10.000000,92,92,1998-09-24 04:29:22.000000,92,I,Q,92.0000000,92.0000000,92.00000000000000000000,1987-05-17 19:25:21.000000,92.0000000,M,1992-04-22 11:17:17.000000,1980-08-14,1997-10-15 12:09:46.000000,S,M,K,1994-10-04 06:21:21.000000,A,E,E
93,2006-03-31 06:36:40.000000,93,93,1995-07-02 10:05:41.000000,93,N,B,93.0000000,93.0000000,93.00000000000000000000,2020-10-11 13:26:25.000000,93.0000000,N,1980-07-17 18:24:51.000000,2017-07-02,1981-08-11 04:20:26.000000,M,M,R,1995-07-10 11:06:39.000000,L,M,P
94,1986-05-26 14:11:59.000000,94,94,1991-02-20 00:19:06.000000,94,M,W,94.0000000,94.0000000,94.00000000000000000000,2019-05-13 14:09:31.000000,94.0000000,J,1992-12-10 10:34:14.000000,1984-10-24,1970-04-13 03:04:20.000000,M,O,L,1975-04-07 19:15:59.000000,G,P,N
95,2015-01-30 05:16:03.000000,95,95,2006-11-29 02:19:33.000000,95,B,H,95.0000000,95.0000000,95.00000000000000000000,2013-04-20 08:55:19.000000,95.0000000,V,2022-08-31 17:32:27.000000,1991-11-23,2017-01-16 08:28:17.000000,G,C,B,1999-09-05 15:52:44.000000,S,M,P
96,2009-09-19 04:40:23.000000,96,96,1999-01-22 11:13:38.000000,96,G,B,96.0000000,96.0000000,96.00000000000000000000,1975-10-01 22:42:42.000000,96.0000000,C,1988-11-19 10:32:30.000000,1996-02-23,2019-04-23 04:26:38.000000,C,H,S,1983-02-01 11:44:04.000000,S,M,Z
97,1999-04-25 19:34:19.000000,97,97,1974-01-31 09:57:31.000000,97,N,Z,97.0000000,97.0000000,97.00000000000000000000,1995-06-19 23:19:32.000000,97.0000000,V,2021-03-17 22:51:24.000000,1994-08-26,1988-07-21 00:33:02.000000,L,C,P,2001-05-21 18:46:11.000000,T,N,T
98,2019-11-08 06:14:22.000000,98,98,2000-08-22 02:24:53.000000,98,P,K,98.0000000,98.0000000,98.00000000000000000000,2004-12-04 08:38:01.000000,98.0000000,B,2004-11-22 00:44:12.000000,2001-12-04,2015-01-18 20:47:25.000000,D,Z,B,2004-10-24 02:10:57.000000,S,L,P
99,2000-08-16 13:42:49.000000,99,99,1999-04-05 02:32:07.000000,99,S,B,99.0000000,99.0000000,99.00000000000000000000,2012-02-18 04:26:54.000000,99.0000000,M,2021-01-16 02:38:46.000000,1980-01-21,1978-11-16 04:36:29.000000,Y,T,P,1978-05-09 12:51:04.000000,G,L,S
0,1996-02-15 15:19:52.000000,-156186288,10543,2016-09-05 10:24:51.000000,0,Modern as the enter pretty represent. Keep must series opportunity pay again fund. Design forget mon,T,0.0000000,0.0000000,0.00000000000000000000,2013-02-24 15:52:42.000000,0.0000000,Quickly ,1971-09-10 20:40:26.000000,1988-08-07,2002-12-26 19:28:43.000000,Compare we watch number interest. Because environm,Suggest listen strategy husband specific end stock,Kind nature a happen close suggest however. Fire d,1971-03-04 19:29:48.000000,Look win apply begin. Often hope without strategy.,Resource first Mrs. Individual appear drop discuss,Even high challenge phone which structure. May she
1,1997-01-17 20:05:16.000000,22339094,-30993,1993-02-16 03:03:12.000000,0,Middle step her data last. Possible area material form industry partner. Development might financial,A,0.5974286,0.3324712,0.42999800747924690000,1992-02-28 20:57:43.000000,0.4958950,Impact w,2000-12-03 21:55:30.000000,2001-08-31,1999-07-20 21:09:59.000000,Close claim visit. Open him part imagine smile bag,Modern economic understand throw else boy. Above i,Design single section provide teach. More ready wh,2015-06-21 08:09:44.000000,Statement computer near position mouth magazine ou,Look three owner laugh. Project agreement house fi,Piece else item minute fish try. Paper who color a
1,1979-08-29 09:29:10.000000,-467547125,-14839,1981-08-10 03:34:18.000000,1,Into society experience reality. Development development southern continue why usually.,B,1.3143179,0.9488910,1.45656431197156500000,1973-01-05 01:10:18.000000,0.3520727,Once day,2014-04-19 10:09:57.000000,2008-10-31,1992-10-25 00:27:25.000000,Key apply smile these responsibility. Picture coll,Yourself study party step person. Probably risk vo,Child toward country himself team rise girl tree. ,2009-12-23 21:54:21.000000,Gas chair oil such rest. Learn card exactly daught,Really lay week national learn. Media high someone,"Drug service full.
For whether maintain shoulder p"
1,2016-04-25 15:59:12.000000,932370288,-30186,1977-10-04 04:01:19.000000,2,Employee matter employee test charge line. Spend today particular central travel. Friend box market ,C,1.7508844,0.7663904,1.35025981327832350000,2009-07-28 21:48:02.000000,0.5433661,Join pra,2020-02-14 21:41:08.000000,1990-05-11,2012-08-10 19:35:12.000000,Build provide father finish. Current here field co,Early game letter tax. Carry letter south goal cat,Decide professor include wait politics. Late profe,2022-02-20 18:23:13.000000,Attorney seat month daughter would none. Step wait,Successful generation tonight body determine TV ha,Beyond debate consider together best receive look.
4,2011-04-04 05:11:28.000000,-1018554320,-20389,1976-05-01 15:08:32.000000,0,"Appear ball ten mouth message live guess. Evidence tend win be.
Wide nice music skill hear attack Am",P,3.6982147,0.6169808,0.11377001793675312000,1983-07-03 21:25:06.000000,2.9239479,Process ,1979-10-21 22:41:28.000000,1995-04-17,1970-06-10 12:16:24.000000,Win develop civil war phone. Suggest major probabl,Figure each training prove piece. Civil either onl,Produce cell case part. First goal say good miss u,1973-06-19 11:55:29.000000,After inside bank artist sure past. Now yet feel w,Represent late pay two two. Public air ability als,Arm recognize this who into reduce thank. A they o
4,2000-04-28 20:23:38.000000,1752584521,13633,1984-10-31 06:13:51.000000,1,Yourself tree customer magazine. Boy remember left why something. Put check range. Left various list,A,1.4461647,1.1360703,1.43791189762317240000,1979-05-04 03:37:07.000000,3.6281952,Serious ,1989-02-10 07:09:56.000000,2020-07-25,2017-06-16 14:36:50.000000,Music law hit among many east. Always somebody bas,Beautiful public either. Forget air recently condi,Already detail very population paper alone. Field ,2014-05-08 02:04:57.000000,Citizen range perform each red. Already do paper d,Season plant eight attorney low. Green ask space s,Away however two quickly officer. Region form espe
3,2018-05-02 23:30:46.000000,558775943,11908,2000-06-04 20:49:27.000000,4,"Campaign cold physical interview.
Lead kid relationship practice security. Hard by school beat away ",D,1.3687422,5.6257882,3.59236462466080560000,2016-10-16 06:07:44.000000,4.5162544,Place se,2016-06-27 04:18:08.000000,1988-11-22,2002-11-14 20:04:19.000000,Across benefit interest truth beautiful someone en,Country century child player behind ago. Then beat,Teacher pass wall yet. Right see southern market n,2002-09-29 01:25:10.000000,After receive much last certainly like claim posit,Rock direction very happen despite campaign. Half ,Stage country business where let itself. Painting 
0,1983-06-18 00:20:13.000000,366622285,132,1986-10-10 00:33:03.000000,4,Her trouble all mean five soldier commercial game. Method community risk. Second during there import,P,3.0156462,6.3763621,5.23089654213758400000,1978-12-29 09:06:16.000000,3.6346054,Hair for,1971-01-31 22:32:07.000000,2011-07-29,2014-04-08 01:45:03.000000,Today painting present life also market. Edge shak,Movement attention act two structure guy be. Himse,Customer grow attorney major continue visit safe. ,2009-11-04 04:15:30.000000,Bill east since among win in. Group trial water li,Minute bring smile reason skin lawyer now. Store p,Mention week their standard own. Success PM send a
1,2005-02-02 08:03:03.000000,-5744952,9458,1984-08-16 20:18:53.000000,4,Exist each poor family represent activity very. Message least attorney ever score describe particula,U,5.5304399,4.2714306,4.92462220753476200000,2019-02-04 15:41:15.000000,3.1482832,Public a,2013-08-18 16:32:02.000000,1975-04-21,2011-11-26 00:41:17.000000,Standard single continue room. International treat,Series through century us cut activity respond. Bl,Focus receive quite serious local feeling. Blue mi,2005-10-03 10:11:21.000000,Keep know sport blood describe cold situation. Dru,Yeah memory interview action before read off. Deci,Thank board over. Country positive situation someo
1,2011-08-17 22:49:47.000000,2113162245,43,1994-10-11 11:28:01.000000,4,"Oil ten public physical. Development growth anyone effect nice next.
Summer her through those. Respo",D,0.8585933,8.0557447,4.28708498553743100000,1997-03-17 13:11:04.000000,8.6961655,Move fal,1978-12-24 10:41:58.000000,1992-09-26,2006-01-03 18:49:15.000000,Agent tax after I. Picture than claim season becom,Effort them eight. Oil scientist discuss him much ,South ago serious know which election. Issue act a,1984-07-10 22:40:53.000000,Their piece camera station best city. Glass she dr,International fire team myself summer agent. Compa,Many suffer yes trouble wind leader. Sport big fin
4,1972-11-12 16:46:13.000000,1257003016,-10799,2012-07-28 11:47:17.000000,3,Determine south space smile deal reveal. Campaign life able few far.,B,1.5785830,3.3242741,1.32847727691094100000,2016-10-10 09:19:58.000000,6.8818210,Ahead ma,1978-05-27 15:06:20.000000,1986-07-08,2010-04-08 09:34:46.000000,Door bag we green avoid their. Hold ago point. His,Think future draw training. Serve talk night affec,Management third threat raise its. Computer argue ,2022-03-15 08:06:08.000000,Marriage its they society. Three husband industry ,Thought none tree firm affect. Step present party ,Woman way wonder politics start strong. Maybe majo
8,2021-07-10 05:12:44.000000,178020001,5724,1997-09-21 05:36:46.000000,6,"Bad health stand stage reach attack. As response late situation also against employee.
Option marria",B,5.5333950,1.8132856,10.57300979218246600000,1975-10-20 15:24:23.000000,6.3430144,Although,2012-04-02 17:50:54.000000,2015-03-12,2019-02-01 22:26:13.000000,News edge send may hair food character. Anything c,Now woman safe it catch effect wide. Threat defens,Notice result half focus. Actually apply individua,1970-05-09 20:50:30.000000,Society program only top well. Special mother writ,Lay pretty also its wear significant energy. Voice,Star computer Mrs account daughter. With power spe
3,2016-03-02 08:40:15.000000,-1907269791,7841,1987-06-06 07:37:07.000000,7,"Light under amount remain father. Present notice expert this I economy.
It rise somebody. Also whole",N,7.0096690,10.4582313,7.17086429277919550000,2002-10-19 09:26:18.000000,3.5109238,Speech p,1999-04-03 07:29:53.000000,1996-10-16,2018-09-13 17:44:12.000000,Quality add up. Threat push quality water.,With whole nearly table ready himself present else,Measure discuss kid fly. Agency success south move,2017-03-18 21:00:41.000000,Room into feeling loss. Whom science action risk g,Yet contain build something factor. Share reach ap,Last fund against animal. He administration board 
4,1970-08-06 21:22:45.000000,-791316090,-31300,2011-06-04 08:34:16.000000,4,"Recognize ok than yard.
Dream evening generation risk someone maybe. Agree skin for news great and e",H,5.8081564,1.1477162,12.48679179134071400000,1975-03-23 19:55:10.000000,2.9204318,Sort now,1985-06-18 00:16:30.000000,1977-06-30,2007-03-20 17:32:19.000000,"Would old special lot.
Company dream late relate.
",Go toward wait type amount Democrat perform. Centu,Resource behind subject account set course little.,1976-11-16 22:05:15.000000,Debate operation address next season. South both r,Go look those sit record group. Remain response fa,"Finally magazine Mr history from card or.
Military"
0,2016-09-09 16:50:39.000000,2139200044,-3224,1978-03-23 13:55:56.000000,8,"Adult among minute answer region also. Meeting seem use.
Article level above threat friend read. Cou",W,1.2888741,2.6599123,6.61989760662824600000,2019-10-26 10:50:57.000000,3.9085856,Quality ,2014-09-27 05:30:12.000000,2012-01-26,1971-04-20 05:45:57.000000,"Every must run.
His world enjoy remain. Not energy",Professor arrive cause most. Use though thank tria,My step floor five onto. Itself her call hundred s,2002-07-06 00:41:58.000000,New out also fire thought. Month sing this create ,To season station clearly usually. From someone ro,Bit kind church. Look computer entire present way 
8,1995-05-04 06:40:49.000000,1921456052,5472,2005-03-04 00:27:34.000000,8,"Throughout quality debate better here science end. Answer everyone mouth arrive.
Learn unit good ope",W,7.8672872,11.4071825,2.61040859218198400000,2007-04-07 04:40:26.000000,10.0051247,Director,2004-08-07 18:50:02.000000,2016-03-31,1973-09-24 01:37:12.000000,Community cold building describe window. Per paint,Blood everybody near against. Not teach voice grow,Good great race international everything chair ten,1975-08-04 12:11:39.000000,Big how door. Week remember whole course story. Lo,Blue election shake. Group say eight executive maj,Color figure political century moment where tough 
0,1977-06-05 09:15:13.000000,-478242457,10256,1977-10-16 16:03:27.000000,3,Can call choice able pretty concern race bill. Among report hear strategy against investment often b,C,6.7330971,7.7274752,6.82758845209672100000,1994-01-10 18:38:44.000000,11.6658554,Security,1987-07-01 23:20:40.000000,2009-01-10,2001-03-30 17:20:05.000000,Care enough relate. Public interest center cause c,Reach deal amount administration. One I we call wo,"Tonight from himself hear tell strategy.
Point tas",1973-09-22 17:44:33.000000,"Sign fact development.
Positive deep responsibilit",Management law politics this. Market Democrat read,Book near option tend. What democratic arrive effe
16,1972-09-13 12:34:48.000000,228695066,29724,2009-11-30 19:37:48.000000,6,"Watch theory civil. Film cut study election.
Short eye forget forget better ok property rise. Past b",E,7.0837714,3.1382903,13.97286231862294400000,1989-11-15 03:05:41.000000,2.3523667,Hundred ,1980-09-04 21:44:04.000000,1987-11-20,1990-02-04 22:35:07.000000,"Site race health fight which standard.
Themselves ",Business decision call generation. Foreign newspap,Become group magazine civil against because. Move ,1972-02-28 02:11:49.000000,Never through sister forward page. Growth good hap,Term his safe risk may star. Carry PM around someo,"Later believe each one risk establish.
Soon model "
11,1985-09-04 01:37:15.000000,-190829302,31208,2003-10-28 16:23:56.000000,9,"Have main them left. Story I foreign less impact.
Clearly best pay picture evidence. Case director b",M,7.2627407,5.4525338,10.31992713455374200000,1989-01-16 18:32:45.000000,0.0791592,Treat am,1993-04-25 02:33:46.000000,1971-02-24,2014-09-28 04:20:41.000000,Window condition which soon nature choice artist. ,Catch building similar nearly section argue make. ,Put at parent idea kid stage. Late civil window bo,1994-01-16 06:18:45.000000,Cold ball include that. Hotel marriage trade healt,Century thought able production eight. Mind close ,American international write step water give. Card
10,2004-09-09 19:31:27.000000,115205532,-17490,1972-06-27 08:51:39.000000,9,Democratic thought benefit tax would realize feeling. What show nothing generation. Year deal push.,A,11.8823825,3.4896023,2.03100235844623620000,1989-06-29 15:38:18.000000,8.0804616,Usually ,1999-08-30 10:11:50.000000,2018-06-12,1986-07-18 22:42:54.000000,Cover value can know especially decide travel. Lik,Computer college might hold. Fear attention dog me,Develop people determine process. Man soldier find,2012-07-26 22:20:04.000000,Hour world detail reduce arrive. Performance cultu,Very school clear. Professional key despite opport,Bit television culture story drive. Artist upon go
14,1977-12-19 15:31:30.000000,2108703119,-16592,2021-01-20 20:36:45.000000,5,"Reduce listen tax hospital.
Bar act enter almost. Let man according region there. Whole shake either",E,17.3222330,12.4149914,9.23311109704196700000,1992-08-10 22:11:46.000000,1.8043838,Civil as,2002-07-15 05:33:30.000000,2017-11-08,2022-10-17 15:56:36.000000,After arm board over movement. Certain gun theory.,Miss score be strategy couple. Environment push Co,Since together relationship member generation avai,1994-07-30 19:18:32.000000,Education note American policy world war. Miss opt,Apply their paper once. Staff ready remain magazin,"Training establish much break according various.
S"
2,1981-01-19 07:06:03.000000,-1905145980,-12844,1996-08-20 15:37:21.000000,11,Threat candidate idea message type toward partner. Court soldier move much fire purpose risk form.,T,19.6180165,18.1409415,10.53452059451475300000,2013-05-11 23:00:34.000000,19.9917445,Need ago,2019-03-19 07:33:56.000000,1990-10-31,2019-05-01 08:07:33.000000,Technology what economy blood capital whose leg fo,Interest by population meeting. Degree behavior pr,And majority organization. Certain policy four int,1993-03-31 09:35:49.000000,Suggest little but event pressure. Example rate fo,Federal eye country rise. Necessary member by shor,Owner address sell you. Trade sing him after blue 
2,1984-12-13 06:28:02.000000,6035962,6454,1983-02-12 00:31:45.000000,15,Better example cell remain any but. Resource rise old stand else. Half decision dark foot or age may,D,14.5823809,4.8480948,17.33085010142313500000,1974-07-31 11:07:49.000000,11.2330548,Run wish,2007-03-23 02:39:47.000000,2000-03-04,2001-10-18 19:44:52.000000,According apply the conference structure dream. Wh,Keep ground against position sense least inside ca,Everything central hope word read condition ten. O,2018-10-14 06:29:19.000000,Take year keep skill act. Very research property n,Door whom skin itself study. Speech production sol,Meeting specific serious open central rule structu
4,2000-06-02 17:53:44.000000,633236581,25427,1990-08-25 04:53:23.000000,1,"Hope anything finally available pretty consider try. All see special where.
Every energy energy goal",N,12.8051824,9.7830180,16.64579955304126000000,2001-09-01 02:34:03.000000,15.8277688,Its thei,2000-06-28 15:17:55.000000,1988-01-12,1987-10-15 07:51:30.000000,Avoid himself since blue success heart floor put. ,"Type office course plant there present doctor.
Sta",Public next give foreign them election. Fear becau,2000-04-04 08:40:21.000000,Single thousand nice American. Fire development to,Provide sport gun wrong box until. Action military,Authority whether goal quite maybe leg experience.
23,2004-07-16 14:17:44.000000,1813580015,-13128,1974-05-16 23:43:52.000000,5,Same strong indicate play tree. Major he light help couple increase claim wrong. Could various tend ,A,6.6735186,0.0865612,1.19694810538048380000,1975-05-06 05:23:05.000000,22.8298778,Populati,2004-12-16 04:20:02.000000,1980-01-25,2010-08-30 16:28:01.000000,Per both safe role give yeah use if. Call amount d,Spring moment chance keep leg present. Environment,Animal force ready from. Nice let protect land acr,1970-07-17 12:20:34.000000,Should wonder cover reveal serious spend trade occ,"Star arm indicate catch degree apply child goal.
G","Treat beyond behind state realize short trouble.
P"
14,1990-06-20 18:06:07.000000,1358136661,22151,2019-11-15 07:58:08.000000,10,"Natural west add open fact mind. Experience one set improve smile.
Put him join. Middle human mean r",F,7.7072632,24.6201942,11.45990236064023200000,2006-03-14 18:01:42.000000,17.7529904,Nearly e,1994-05-24 07:57:07.000000,2014-09-01,1978-04-03 18:52:41.000000,Many hit lot operation. Laugh improve small second,Reflect apply debate sort environment. South this ,Trouble despite girl present business finish study,1985-07-14 01:13:50.000000,What note speak right easy road likely seat. Stop ,Leave little trade wonder American identify. Signi,Study already line. Argue determine offer seat hot
17,1979-06-04 03:00:55.000000,-110021547,-17448,2001-02-07 08:03:08.000000,25,Six leader despite always story glass perform. Air even long such amount project kid. Commercial mes,S,8.8589342,22.9748836,21.27214163352917700000,2015-10-28 04:08:16.000000,16.6987353,They kid,1999-06-05 19:57:30.000000,1986-03-22,1972-03-20 10:52:08.000000,Political then enjoy lose. Whose success into perh,Congress people worry coach civil hospital allow w,Our south cost. Position wrong world remember kitc,1997-10-26 17:38:06.000000,Relate treatment debate wait truth woman argue. La,Provide vote local. Check reach start question ont,Education point section alone identify. Relationsh
2,2011-10-05 18:52:31.000000,1403390863,8411,2005-07-20 06:00:16.000000,18,Particularly individual enough attack purpose Democrat benefit. Fear especially standard. Kid study ,V,1.7829036,8.2476385,25.46237839229881300000,2016-07-13 01:08:43.000000,16.4653725,Risk rec,2020-01-25 04:50:42.000000,1997-08-08,1997-03-10 02:58:25.000000,Gun month nature thing check maybe this. Than teac,Left fire language lawyer million however whole. A,Ten partner push home human Republican. Their hot ,1973-05-20 03:44:30.000000,Deep picture wait couple. College benefit effort c,Choose work yet behavior nothing important. Life s,"Us reduce drug bring want. Listen tree all line.
D"
12,2008-08-01 13:02:17.000000,-712685002,-24657,1996-01-02 10:38:55.000000,12,Business guess floor above interesting place than pick. Her father feel democratic. Card five him in,A,6.9342453,3.6934552,12.56918144201486600000,1976-05-24 17:00:23.000000,17.8097587,Box hous,2017-12-05 05:37:35.000000,1984-10-18,1981-09-09 20:51:33.000000,Point know thank large nearly sister. Several lose,Apply business miss dog I. Whole blue drug theory.,Leader political include day support plan. Area co,2006-02-05 16:25:11.000000,Former teacher contain treat. Tree affect civil to,Player project culture human everything. Safe wait,"Enough exactly amount much. Team page life else.
S"
