uuid_query,date_stamp,row_id,ref_date,bu_id,bu_ccy,bp_nr,cont_nr,cont_ccy,asset_id,asset_name,asset_group,asset_isin,maturity_date,ass_mifid_risclass_val,pos_id,pos_ccy,adj_pos_ccy,qty,net_mkt_val_cont,net_mkt_val_pos,net_mkt_val_bu,maa_lvl_1_sort_name,maa_lvl_2_sort_name,maa_lvl_3_sort_name,price_date,pos_wgt,root_pos_id,pos_type_id,pos_split_category,pos_split_id,bp_id,bp_ccy,cont_id,curr_price,pos_cont_ccy,gross_mkt_val_cont,gross_mkt_val_pos,gross_mkt_val_bu,is_split_view,is_non_split_view,pos_type_name,pos_split_name,mkt_exp
85,1984-12-17,85,D,85,W  ,G,G,I  ,85,F,D,H,G,85,85,T  ,C  ,85.0000000,85.0000000,85.0000000,85.0000000,N,H,G,1973-04-14,85.00000000000000000000,85,85,85,85,85,F  ,85,85.000000000000,G      ,85.0000000,85.0000000,85.0000000,85,85,N,A,85.0000000
86,2017-09-15,86,Z,86,P  ,A,N,K  ,86,S,P,G,I,86,86,S  ,B  ,86.0000000,86.0000000,86.0000000,86.0000000,L,S,A,1970-09-07,86.00000000000000000000,86,86,86,86,86,S  ,86,86.000000000000,G      ,86.0000000,86.0000000,86.0000000,86,86,H,P,86.0000000
87,2017-10-22,87,C,87,I  ,H,R,R  ,87,A,U,C,M,87,87,M  ,G  ,87.0000000,87.0000000,87.0000000,87.0000000,N,B,L,1994-06-10,87.00000000000000000000,87,87,87,87,87,G  ,87,87.000000000000,N      ,87.0000000,87.0000000,87.0000000,87,87,D,S,87.0000000
88,1988-02-07,88,T,88,G  ,P,V,E  ,88,B,M,M,U,88,88,G  ,L  ,88.0000000,88.0000000,88.0000000,88.0000000,P,M,K,2017-11-11,88.00000000000000000000,88,88,88,88,88,S  ,88,88.000000000000,B      ,88.0000000,88.0000000,88.0000000,88,88,S,K,88.0000000
89,2016-12-16,89,C,89,B  ,V,A,L  ,89,G,V,U,P,89,89,L  ,B  ,89.0000000,89.0000000,89.0000000,89.0000000,B,B,A,2017-11-10,89.00000000000000000000,89,89,89,89,89,M  ,89,89.000000000000,D      ,89.0000000,89.0000000,89.0000000,89,89,T,V,89.0000000
90,1970-11-24,90,B,90,P  ,L,D,V  ,90,P,G,R,U,90,90,B  ,E  ,90.0000000,90.0000000,90.0000000,90.0000000,B,B,Q,1993-04-17,90.00000000000000000000,90,90,90,90,90,C  ,90,90.000000000000,L      ,90.0000000,90.0000000,90.0000000,90,90,F,B,90.0000000
91,1979-10-04,91,C,91,B  ,L,R,Q  ,91,B,N,P,N,91,91,P  ,U  ,91.0000000,91.0000000,91.0000000,91.0000000,S,C,A,1979-07-25,91.00000000000000000000,91,91,91,91,91,C  ,91,91.000000000000,P      ,91.0000000,91.0000000,91.0000000,91,91,K,T,91.0000000
92,1999-08-06,92,Z,92,S  ,B,B,I  ,92,I,L,K,B,92,92,S  ,V  ,92.0000000,92.0000000,92.0000000,92.0000000,S,A,P,1995-04-21,92.00000000000000000000,92,92,92,92,92,K  ,92,92.000000000000,S      ,92.0000000,92.0000000,92.0000000,92,92,A,B,92.0000000
93,1989-07-18,93,M,93,L  ,V,Q,Z  ,93,I,B,B,M,93,93,P  ,A  ,93.0000000,93.0000000,93.0000000,93.0000000,F,G,L,1991-11-15,93.00000000000000000000,93,93,93,93,93,C  ,93,93.000000000000,B      ,93.0000000,93.0000000,93.0000000,93,93,L,P,93.0000000
94,1996-12-02,94,T,94,G  ,C,D,M  ,94,C,L,M,U,94,94,I  ,H  ,94.0000000,94.0000000,94.0000000,94.0000000,M,C,K,2000-10-16,94.00000000000000000000,94,94,94,94,94,D  ,94,94.000000000000,U      ,94.0000000,94.0000000,94.0000000,94,94,N,T,94.0000000
95,2021-12-07,95,H,95,P  ,C,B,F  ,95,T,Z,B,M,95,95,T  ,K  ,95.0000000,95.0000000,95.0000000,95.0000000,S,J,P,1989-07-10,95.00000000000000000000,95,95,95,95,95,B  ,95,95.000000000000,K      ,95.0000000,95.0000000,95.0000000,95,95,G,Z,95.0000000
96,2018-11-19,96,G,96,C  ,V,A,S  ,96,M,Q,G,A,96,96,T  ,F  ,96.0000000,96.0000000,96.0000000,96.0000000,I,T,K,2013-01-29,96.00000000000000000000,96,96,96,96,96,T  ,96,96.000000000000,Z      ,96.0000000,96.0000000,96.0000000,96,96,N,V,96.0000000
97,2001-10-16,97,B,97,J  ,B,B,C  ,97,S,S,S,M,97,97,P  ,D  ,97.0000000,97.0000000,97.0000000,97.0000000,C,G,D,1991-10-03,97.00000000000000000000,97,97,97,97,97,M  ,97,97.000000000000,Q      ,97.0000000,97.0000000,97.0000000,97,97,Z,M,97.0000000
98,2018-01-04,98,E,98,L  ,N,N,L  ,98,A,L,M,K,98,98,B  ,E  ,98.0000000,98.0000000,98.0000000,98.0000000,Z,T,M,1996-01-12,98.00000000000000000000,98,98,98,98,98,Z  ,98,98.000000000000,L      ,98.0000000,98.0000000,98.0000000,98,98,L,S,98.0000000
99,1986-04-03,99,C,99,M  ,L,B,Y  ,99,B,G,R,L,99,99,D  ,T  ,99.0000000,99.0000000,99.0000000,99.0000000,N,S,M,2013-05-26,99.00000000000000000000,99,99,99,99,99,M  ,99,99.000000000000,B      ,99.0000000,99.0000000,99.0000000,99,99,C,H,99.0000000
2396850996594410361,1989-06-30,-306989216907860558,Yourself r,0,Maj,"Style quickly as suddenly myself some be. After radio improve those road.
Author play ago site stay.",Movement vote happen ready get like walk assume. Drug wind life should perhaps city. Dark also radio,The,0,"Change family teach act think.
Seat reality similar the. Oil would floor cup memory.
Growth floor development wear likely book bad money.",Any mean camera safe visit course. Run add audience magazine care. New get still,"Method above election way per participant. Commercial probably skill skin.
Growth face couple. Simpl",Staff rela,2207,793039597,Its,Bus,0.0000000,0.0000000,0.0000000,0.0000000,"Receive visit network may begin.
Smile hotel thousand wall hot. Or center develop. Only guess rather no I manag",Even true push actually agency. Difference material foot baby anything current day. Despite check citizen term ,Person pretty able owner politics modern box. Happy strategy various fear. The take approach message have. Hot ,1987-02-17,0.00000000000000000000,1257834456,0,0,0,0,Hun,-1348636713,0.000000000000,Argue c,0.0000000,0.0000000,0.0000000,0,0,"Price long hair evening rest line. By past series last. Glass life economic tough control staff.
Recently represent son short woman goal. Sense as house system shake. Lawyer political receive class.","Response good somebody quality than. Contain ever remember its politics win. After before instead green star age memory.
Significant natural less election region even. Baby indicate together.",0.0000000
1203331317108695088,1972-03-27,-2622213553122754199,Quite past,0,Hai,"Form receive provide thank suggest end. Head watch tonight speak statement lead matter.
Hot both but",However move study tonight house wrong than. Job available benefit. Generation network already life.,Cla,1,Attorney everything official view bit whose teach. Raise myself sure thought both. Everybody better war wear between.,"Name benefit crime important. Science officer project billion I likely.
Possible",Forward training middle parent. Role smile hair bad specific amount build.,Economy it,22496,-876777939,Tas,Lig,0.7657587,0.5332255,0.5922734,0.5513034,Relationship whom catch fight amount partner record. Floor here action consider my building. Claim base recogni,Trip which war sort deep worker performance structure. Available employee represent senior safe. Research door ,Between people sea under. Family before morning name another. Nation state board suggest game case effort admin,1981-08-27,0.67199441695883140000,1728958209,0,0,0,0,Int,-835042606,0.052244276229,Prevent,0.5222446,0.3592225,0.2114699,0,1,Simply relate cover art soldier lose task. Success knowledge despite change thing pass consumer. All likely remember million alone.,Building total half hotel tax recognize administration newspaper. Million position create total collection product.,0.2575128
8472612226054431249,1993-11-28,4288860740428537502,Fly nearly,2,Fre,"Cost view present. View source force spring government.
Community whose billion police term research","Everything anything change again.
Step name eat. Answer nature interview authority ever. Back while ",Off,0,Ready education condition rock lay. Personal job on sing art. Plant similar beautiful them bank down nice. Mouth clear out score news understand region.,Too weight material western. Local should director. Task seat since ten us hold ,Something water box former. Total later environmental fact central. Speech government state decision,Affect fly,21706,1532414346,Lon,Big,0.5958051,1.4670530,1.6198392,0.6896158,History whether full back other. Product himself market art kitchen word several. Article chance happy yourself,Then new minute identify hot teach land. Economic why one vote join consider. Phone nation accept thing indeed.,Could learn specific ten understand skill list story. Director its control seat forget. Beautiful player choice,1998-05-22,0.65417767399047700000,-1790071676,1,1,1,2,Rea,-1772672440,0.108801359362,Then be,0.5325983,1.8543957,1.9700423,0,0,"Sure deal answer share edge top.
Statement certain four camera. Word shake last whom.
Edge reflect young fund. Evening drug hotel. Sit nice however to.","Give glass plan. Military role audience knowledge.
Show buy listen detail. Car whether camera strategy building.
Weight idea manage board story. Father accept example more bag personal make.",1.0459039
1722080369341899527,1999-08-09,6345228848507824231,War young ,1,Int,"Power fear perform herself reveal so. Security music option election study.
Great father sign mouth.",Hold computer black. Old finish drug most something debate. Garden property name guess country both ,Sho,2,Service information modern reach across. Long hair include official. Type building catch system however but create. Old per despite population generation know loss.,Four attention arm million necessary then. Way why also best different. Drug sit,"Feel act situation themselves area create think range.
Major run trade. Scene perhaps wrong another ",Task per k,-16223,1798729176,Pro,Eve,1.3214204,0.2755954,1.5960609,0.9307600,Human himself medical require close operation. Cut then bill responsibility big. Strong police owner. Human res,"Popular occur policy big left think. Sure story against offer attack.
Young theory simple. Common career argue ",Generation blood long language pick. Part whose perform amount mission. Executive culture couple very.,1982-10-20,0.94873230451578480000,-880076681,1,2,2,3,Bec,-1653901830,1.622603597089,Forward,1.0924939,2.2801711,0.4539904,1,0,"See wonder address market much plant great artist. Manager language would level population gas moment.
Someone away wide mother. Hand commercial significant mind those.","Training address sport of. Dark school education suddenly. President partner wife all stock.
Rather need go ok foreign. Ability top speak consider away everybody idea recognize.",1.1297781
1422064370957481526,1982-04-21,83961679127348356,Significan,2,Exp,Building bar improve table. Their only pattern player individual marriage establish. Newspaper even ,"Sure agency wide get spring. Interesting education for. Ten up today current industry apply man.
Far",Cos,0,"Whom bag kind share this case thank.
Serious professor author movement chair once these citizen. Value value word any red thought set. Still say firm actually.",Record work never available prevent hope. Any yes administration win lead howeve,"Second surface over week specific somebody. Check sense choice tonight tonight relationship.
Certain",Minute lan,-23417,357850968,So ,Beh,0.6202439,3.3186160,1.5981211,0.9500441,Range involve whom remain daughter behind specific somebody. Pm magazine bring through same. Herself deep maybe,"Table agree within other. Fear result fall father magazine. Own alone skin age week.
Value wife image ground. T","Way increase value send discover win nature. Almost leader everything compare decide.
Interview garden own towa",1980-04-02,1.19662942815763700000,800365550,4,0,3,3,Gue,-1329799892,2.251544933728,Hope se,0.6641522,0.7619660,2.8821036,2,3,Sort get receive large box suddenly born behavior. Necessary college but product author indicate that. Recently course window wait improve. Enough yet bar hard plan receive.,"Today series walk down learn strong benefit. Blue rather thought seat try matter.
Relate never short crime rule land cup. Two occur every foreign. To resource forget old unit same.",2.6355555
-5840871284265542951,1989-01-18,-6716903994619771039,Response s,2,Und,"Cup car later loss practice. Among include model end entire.
Call talk turn. Speech institution poli","It name center wait.
Weight herself any occur across. Carry how baby. Force analysis specific lay.",Mil,3,"Cost rate land growth exist time. Street bring us hard weight tend.
Indeed industry place even. Vote debate open course little. Box force production yard. Pattern itself fine picture audience party.",Red good act region. A finally soon radio although support public. Director char,Field field may sing house century along space. Success fight he later note defense woman. Their mis,Employee m,-9195,-1315192119,Mom,Pow,4.2613972,4.3407413,0.2413008,1.4936476,"Note manage race allow real language. Choice surface challenge.
Last along charge case citizen two. Who particu","Teacher successful per center seek identify director. They speech sit Mrs until.
Specific military sort oil. Gu","As issue western when letter.
Military tell through coach usually eight. Situation reduce reduce federal seriou",1972-05-07,2.00124035111680900000,161226183,3,3,0,1,The,1287206830,2.560805513068,Glass s,1.6184794,3.1569468,1.9200464,4,5,"Design with score mention world. Several court student state. Field check already morning.
People down many. Add game pick gun positive early training.","To good focus financial join. Shake focus guess already assume own. Clearly none beyond standard with themselves.
Cost stock find return attack. Line green tell treat security explain law.",3.9937962
-8108165268529854460,1986-04-03,-4487466570164143142,Nor team m,4,Tri,Soon discuss offer forget first environmental. Be according with adult window check activity. Turn a,Family find benefit training. Head entire instead news phone. Recently city ground activity might.,Rul,5,"Adult off fact account although. Character religious computer page information nice. Director light affect west.
Game second I. Mind short paper could help.",Become picture remain high resource. Plan treat company whose good exactly by. O,Concern meeting identify oil. Bad decade after soldier front mother assume.,After assu,3153,-233622854,Hea,Wal,4.6683747,4.4972846,0.4889827,2.6733104,Certain bad senior every make whole television increase. Support small sit. Friend ok responsibility president ,Professor style choice leg choose. Even face know my put. Them him recently concern evidence once final success,"Form major general meeting baby crime. Picture compare kitchen population debate direction.
Sign would hard hun",2009-06-06,2.35087928207527640000,1248136945,4,6,1,3,Col,-610024953,2.135968597480,Yet hol,4.9737200,3.8653021,1.3176101,3,2,"Single hold specific seat else approach red.
Dinner hear wonder together. Necessary today anyone most. Class investment door company away fire study.",Church admit practice order budget finally evening. Power industry owner thing health guess. Little reflect include yard.,4.6822692
5143161945032129631,1973-01-13,3355529673141810716,Here bank ,2,Wha,Sell final meeting. Civil support yet play movement moment court. Manage reflect population create r,"Help address evidence adult stay stage. Everyone source grow well thank society customer.
However he",Fig,5,"Condition remember production. Number instead nothing remember.
They develop voice eat. Behind instead author high trade. Beautiful city this huge son foreign.","Accept structure win letter both billion their. Recognize fill team perhaps.
Tho",Lose minute floor value difficult back. Personal visit red draw research wrong. Maintain case prepar,Traditiona,-8492,640298186,Som,Sit,6.3497919,2.3584929,4.2837556,6.2441851,Majority still third arm. Morning like expect grow feel. Education according also raise take try account allow.,Town southern yourself budget per early force heavy. Main free exactly service. Let him garden writer accept wi,"Know evening want science group. Month at place store organization. Return nature purpose decade.
Inside might ",2003-11-15,4.09987715426116700000,1097629585,6,5,4,5,Suc,1933198838,5.701054318712,Game re,0.8515964,1.8702693,6.0124474,6,3,Wind tell total represent modern hotel career all. Reduce apply walk east daughter. Few government white painting look what.,"Somebody stand eight. Sing important hospital protect miss film. Main at event term establish foot.
Know clearly must assume recently security. Hotel join friend where Mr movement difference role.",1.2289977
-3886004868102382121,1984-02-18,-717279104618114715,Record per,4,Cha,"Day bill doctor early. Throw accept appear hotel interest.
Miss data writer firm plant form partner ","Former house country second go.
Community media end great financial. Center until race cost memory.",Eit,3,"Serious role agree risk together positive. Tax art support agreement. Address tough want sell.
Describe although investment manager behind. Force really instead something. Man common open.",Son whatever better lay may community particular. Employee eat back anyone step.,Artist wish reach town. Already first case this think kind. These speak poor food rather animal.,Standard w,-25422,571775338,Bey,Esp,3.4409102,7.1195401,6.2419556,2.7546049,Wife address fly least financial again morning. Project dark wide shake charge kind development reach. Decision,Glass happy threat each peace. Be door make technology team.,"Example property into simple standard discussion catch. Sit production until central.
Real tonight chance point",1983-05-12,5.36836113615419300000,392105097,4,1,3,5,Onc,-545578474,2.934144270323,Necessa,1.1479764,2.5264519,6.5757576,3,5,Soldier point face stuff fall all. Little allow base visit senior human strong. Us certainly marriage government wish much design. Work available table staff condition discuss.,Door its although. Find there notice seat. History billion represent involve majority face later.,4.3287002
-2754037769071248195,2007-12-29,4893004766562966216,Audience i,2,Add,"Option believe recently could. Consumer total college into around buy.
Care grow over Democrat chair","Practice blue all dinner. Decide seem base time see surface.
Nice strong which heart. Key partner pa",Ver,9,Very station movie recently. Him arrive movie play today still.,Reflect school term eat chair ground defense whom. Television animal late stand ,"As section want lot else size. Go his itself cup defense various toward.
Land guy relationship. Half",Professor ,-24397,806845648,War,Dir,2.2623424,5.6304253,8.2111127,6.8932941,"Perform plant find. Agree speak risk system source test office. Argue off learn describe write.
Your skill alth","Produce position training investment strategy both.
Man office than goal. Off beat generation beat I. Bank vote",Similar choose prepare animal security. No watch fight others challenge alone job. Republican dark whether list,1981-06-27,2.63005909842315870000,-2025239275,7,7,0,0,Sea,-1317007133,7.896647235262,Today p,8.9085646,2.2764587,1.3116132,7,9,"Daughter follow would make skin suffer. Away character research marriage art. Care white under.
Ready decade threat must job team.
Term many step five. Maybe good certainly record draw.",Test traditional clear student southern. Sell medical her let history small fine. Feeling church education participant year interest hospital.,2.3455986
-6135616256086503155,1970-07-19,7367038973984487596,Radio rela,4,Tur,Team visit face among agreement we least. Skill painting source indeed rate story. Opportunity cultu,Speak receive firm force clearly. Area half huge current key Republican. Red point include hair more,Our,2,"Hand understand really network either create. Customer identify wide. Measure technology themselves break program shake.
Movement baby reality writer nothing modern go.",Common fly song each discussion husband eye sell. Shoulder executive no so save ,Million down themselves store. Still item performance enough sit poor peace.,Everyone b,-29390,-1050260482,Maj,Pla,1.8686794,9.0994774,5.8912219,6.2055033,"Society detail economy up. Executive whose development town letter pull operation increase.
Feeling all fish re",Individual better record perform quality prepare. Its without treatment enjoy piece type federal. Different par,Sing series really create all pretty young present. Discover book whatever scientist unit reality research meet,1974-11-30,9.87201039182663500000,1307673819,0,6,6,2,Col,-843787690,9.881431204947,Ago lig,6.0998079,5.8072873,0.7820376,10,8,"Yeah fine discover her. Inside dark success yes plan major.
Carry political wide high now indeed. Medical animal who nice bag scientist. Break represent black.",Mouth entire likely short part. Take each court think study marriage nation. Describe daughter brother officer raise cultural one her.,2.4645976
-5228765810416727585,2011-01-21,-7278088318534560009,Item every,6,Rea,Generation our experience score yourself hotel challenge. Financial floor amount give military infor,My campaign meeting left general Mr. Coach with pressure their maintain I play very. Easy not affect,Top,10,Value may information determine and receive order. Population money live understand realize sound always. Enjoy woman show kid.,"If stock level wonder. Spend each teacher political point program.
Tend senior s","Nothing doctor true star space. Finish parent sing water manager generation.
Little entire tradition",Hard civil,30133,-1475414763,Up ,Ins,9.4223578,6.9575187,0.8704254,1.4603314,"Myself interest none officer large. Control network far rock travel data apply.
Already military article lead s","Individual up example catch effect. Notice moment difference theory her show.
Campaign include culture better s","Senior day machine wait rate. Where anything mean prevent write throw. Coach again west.
Which wear force serio",2004-02-06,1.64272257081327800000,2004391219,10,3,10,9,Bec,2098570455,8.712728462198,Model p,6.5709278,10.7908807,6.4272573,10,1,"At heavy participant. Teacher cup box deal project.
Now sea include station lay couple mouth.","Recent change their large stop take.
Bad land nor collection exactly. Past window maybe room.
Let those fight market war painting modern difference. National building available.",9.9612886
5919990573310232137,1981-05-15,-4046805302362619623,Admit exac,9,In ,"Movement agency guess. Subject control less sound relate policy sea.
Door answer report never. Mrs p",Reality impact respond box expert. Control test since officer green city second admit. Mouth fill fi,Suc,5,"Opportunity figure help heavy to third. Put music word himself.
Cause history step media point perhaps senior ball. Information much you.",Town three still list phone police. Notice reduce individual young situation agr,"Ground according public week.
Assume above between drop about series near. After skin build trial al",Job for ci,-6105,737457846,Cau,Hap,1.4750511,3.0237511,0.5288114,3.0190871,"Ask make position military. Paper fire road film argue rule personal.
For message community machine door girl a","War soldier rise game power. Their new somebody. Employee customer case fact focus.
Movie another tree land alo",Stand decide toward dinner four couple class baby. Whether one prepare few within travel specific. Worry exactl,1980-05-24,1.62632849095111980000,194121094,5,8,10,6,Som,-1087773112,6.099112166505,Offer c,1.7687190,4.3087920,9.1136991,6,12,Pull officer short east speech manager manage. Administration base structure message wind thing safe law.,Fear past difference crime candidate. System word factor remain mean draw watch focus. Thank suggest player window turn. Only participant another center himself despite.,2.8693152
6153713116430895887,2009-01-06,-8493146068920155066,A guess re,8,Fre,"Heart address officer country job fire.
You picture often can around improve available. Whether most","Team black ask beat win. Reduce number line.
Center laugh reveal unit increase present total girl. I",Roa,1,"Subject head design. Themselves operation visit kid without society action.
She whom south little long short night. West local make box exist each foot. Man behavior right others evidence card beat.",Nice guy summer television. Speech ground seven sit college. Character wind best,"Finally personal difference direction. Shoulder food well security drop pattern.
Whole summer still ",Past PM sh,21653,-557753016,Tre,Rol,0.1312139,2.6092514,4.6266746,3.8593093,"Realize popular reality know.
Enjoy finish red. The century leg today I several remember like.
Entire own read ","Begin free news condition bad. Beyond not contain stock town employee.
Left away bad image truth cell.
Sister t","Decision us also among expect production point. Pass heart many everybody stay send send thus.
Customer right n",1991-02-23,1.13848188919743070000,-721091352,3,5,11,2,Rea,1187140961,6.314222230544,Power e,9.0554316,7.0936669,3.7300084,8,1,"War wrong yourself daughter. His order among. Show personal floor energy.
Popular question weight can. Morning choice affect service probably.","If decide room rise religious. Interview information statement area method bar discussion.
Go very war picture.",12.8594932
